College Name,Contact no,Email,Website,Address
"Gujarat Adani Institute of Medical Sciences Contact Number, Address & Location Map, Bhuj",+91 -02832- 246417/18 & 258071,info@gaims.ac.in,http://www.gaims.ac.in,G K General HospitalBhuj - 370001. KUTCH.
"Maharashtra Institute of Medical Education and Research Contact Number, Address & Location Map, Pune",director@mitmimer.com,http://mitmimer.com,"Talegaon Dabhadet, Pune Maharastra,India."
"Smt. N.H.L. Municipal Medical College Contact Number, Address & Location Map, Ahmedabad",079-26578452,info@nhlmmc.edu.in,http://www.nhlmmc.edu.in,"Near Ellisbridge, VS Hospital Campus, Ahmedabad, Gujarat 380006, India"
"Kempegowda Institute of Medical Sciences Contact Number, Address & Location Map, Bengaluru",080-26715790,drncsprabhu@kimsbangalore.edu.in,http://www.kimsbangalore.edu.in/,"Athibabbe Road, Near Bda Complex, Banashankari 2nd Stage, Bengaluru, Karnataka, India"
"SGPIMS Lucknow Contact Number, Address & Location Map, Lucknow",05222668700,director@sgpgi.ac.in,http://www.sgpgi.ac.in/,"Raebareli Road, Lucknow, Uttar Pradesh, India"
"Konaseema Institute of Medical Sciences & Research Foundation Contact Number, Address & Location Map, East Godavari",91-9392903167,http://www.kims.in,"NH-216, Chaitanya Health City, Amalapuram - 533201rnrnEast Godavari District, Andhra Pradesh"
"PSG Institute of Medical Sciences & Research Contact Number, Address & Location Map, Coimbatore",+91 422 2570170,psgmedschool@gmail.com,http://www.psgimsr.ac.in/index.html,"PSG Institute of Medical Sciences & Research Off Avanashi Road,Peelamedu,Coimbatore - 641 004,Tamil Nadu"
"MKCG Medical College Contact Number, Address & Location Map, Berhampur",0680   2292746,prin_mkcgmcberhampur@yahoo.com,http://www.mkcgmch.org,"Brahmapur, Odisha 760004"
"Army College of Medical Sciences (ACMS), Delhi Contact Number, Address & Location Map, Delhi",+91-011-25687642,Theacms@live.in,http://theacms.in,"Brar Square, Near Base Hospital Delhi Cantt, New Delhi – 110010"
"Pandit Deendayal Updhyay Medical College Contact Number, Address & Location Map, Rajkot",02812458337,deanrajkot@yahoo.co.in,http://pdumcrajkot.org/,"Civil Hospital Campus , Rajkot , Gujarat, India-360001"
"C.U.Shah Medical College Contact Number, Address & Location Map, Surendranagar",2752-304001,cushahmedical@gmail.com,http://cusmc.org/cusmc.php,"Dudhrej Road, Surendranagar, Gujarat 363001"
"PES Chittoor Contact Number, Address & Location Map, Chittoor",085 70 256736,admissions@pes.edu,http://pesimsr.pes.edu/,"National Highway 219,Kuppam,Andhra Pradesh - 517 425"
"SOA Bhubaneswar Contact Number, Address & Location Map, Bhubaneswar",+91-9040003290,info@soauniversity.ac.in,http://www.soa.ac.in,"J-15, Khandagiri Marg, Dharam Vihar, Jagamara, Bhubaneswar, Odisha 751030"
"DCMS Hyderabad Contact Number, Address & Location Map, Hyderabad",040-24340225,principaldcms@yahoo.com,http://deccancollegeofmedicalsciences.com/,"P.O. Kanchanbagh, DMRL ‘X’ Road ,Santhosh Nagar, Hyderabad – 500058."
"BRAMC bangalore Contact Number, Address & Location Map, Bengaluru",+91-0802822323,drbramc@yahoo.co.in,http://www.bramc.org,"Dr B R Ambedkar Medical College,Kadugondanahalli,Bangalore 560045"
"MMC Madurai Contact Number, Address & Location Map, Madurai",91 452 2533235,hfsec@tn.gov.in,http://www.mdmc.ac.in/mdmc/,"Collector Office Road Near, Alwarpuram, Madurai, Tamil Nadu 625020"
"NRI Medical College Contact Number, Address & Location Map, Guntur","+91-8645-230101,+91-8645-230102,+91-8645-236777 , +91-8645-237401 ,+91-8645-237402, +91-8645-237403",cao@nrias.ac.in,http://www.nrias.net/index_college.php,Mangalagiri RoadChinakakani-522503Guntur DistrictAP
"G.S.L. Medical College Contact Number, Address & Location Map, Rajahmundry",883 248 4999,support@gslmc.com,http://www.gslmc.com/medicalcollege.html,"NH 16, Lakshmi Puram, Rajahmundry,Andhra Pradesh - 533296.India."
"GCS Medical College, Hospital & Research Centre Contact Number, Address & Location Map, Ahmedabad",+91-79-6604 800,info@gcsmc.org,http://www.gcsmc.org/about_us.html#,"Opp. D. R.M. Office, Nr. Chamunda Bridge, Naroda Road, Ahmedabad-380 025. Gujarat, India"
"BMC Hyderabad Contact Number, Address & Location Map, Hyderabad",+91 8413 235446,principal.bhaskarmc@gmail.com,http://www.bhaskarmedicalcollege.edu.in,"Bhaskar Medical College & Bhaskar General Hospital, Yenkapally, Moinabad (M), Ranga Reddy (District) - 500 075,  Hyderabad, Telangana"
"Smt. Kashibai Navale Medical College And General Hospital Contact Number, Address & Location Map, Mumbai",(020)24106184,collegeadmin@sknmcgh.org,http://www.sknmcgh.org,"S.No. 49/1, Narhe, Off Mumbai - Pune Bypass, Pune ,Maharastra,India."
"DMC Darbhanga Contact Number, Address & Location Map, Darbhanga",principaldmc202@gmail.com,http://darbhangamedicalcollege.in,"Laheriasaria, Darbhanga, Bihar 8460003"
"MGMMC Indore Contact Number, Address & Location Map, Indore",0731-252738,deanliabrary@gmail.com,http://www.mgmmcindore.org/,"A.B.Road, Indore - 452 001 (M.P.) INDIAv"
"Jiwaji University Contact Number, Address & Location Map, Gwalior",91 751 2442712,info@idejug.org,http://www.jiwaji.edu,"Jiwaji University, Gwalior (M.P.), India"
"Mamata Medical College Contact Number, Address & Location Map, Khammam",08742-223075,drkkrao@hotmail.com,http://www.mamatamedicalcollege.com/,"Mamata Medical College 4-2-161, Police Housing Colony Opp Rotary Nagar, Khammam,Telangana, India"
"NRSMC Kolkata Contact Number, Address & Location Map, Kolkata",033 2265 3215,principalnrsmc@gmail.com,http://www.nrsmch.org,"NRS Medical College , 138, AJC Bose Road , Kolkata - 700014"
"Gian Sagar Medical College & Hospital Contact Number, Address & Location Map, Chandigarh",01762-507766,principaloffice@giansagar.com,http://www.giansagar.org/medicalcollege.php,"Ram Nagar, Banur, Distt. Patiala"
"NIMS University Contact Number, Address & Location Map, Jaipur","+91-9116010414, +91-7412077155, +91-9116010433",admissions@nimsuniversity.org,http://www.nimsuniversity.org,"NIMS UNIVERSITY RAJASTHAN Jaipur-Delhi Highway (NH-11C), Jaipur 303121, Rajasthan, INDIA"
"Parul University Contact Number, Address & Location Map, Vadodara",+91-2668260312/ 202300307,admissions@paruluniversity.ac.in,http://www.paruluniversity.ac.in/home,"P.O. Limda, Ta.Waghodia - 391760 Dist. Vadodara, Gujarat(India)"
"GMC Guntur Contact Number, Address & Location Map, Guntur",+91-8632234625,gmc_gtr@ap.nic.in,http://gunturmedicalcollege.edu.in,Kanna Vari ThotaGunturAndhra Pradesh 522004
"VMMC Delhi Contact Number, Address & Location Map, Delhi",+91-011-26165060,msofficesjh@gmail.com,http://www.vmmc-sjh.nic.in/,"Mahatma Gandhi Marg, Safdarjang Enclave, Delhi, Delhi, India- 110011"
"Government Chengalpattu Medical College Contact Number, Address & Location Map, Kanchipuram",chemdean0066@gmail.com,http://www.cmccpt.ac.in/cmccpt/index.jsp,"G.S.T. Road, Chengalpattu, Dist. Kancheepuram - 603001 (Tamilnadu)"
"Alluri Sitarama Raju Academy of Medical Sciences Contact Number, Address & Location Map, West Godavari",08812- 249365,asram@asram.in,http://www.asram.in/asram_medicalcollege/aboutus.php,"Eluru – 534 005, West Godavari District,Andhra Pradesh, India"
"ELMC Lucknow Contact Number, Address & Location Map, Lucknow",3226777,info@elmcindia.org,http://www.elmcindia.org,"Sarfarazganj, Hardoi Road, Lucknow-226003"
"BRDMC Gorakhpur Contact Number, Address & Location Map, Gorakhpur",+91-0551-2501736,info@brdmc.org,http://www.brdmc.org/,"Gorakhpur, Uttar Pradesh 273013"
"NMCH Patna Contact Number, Address & Location Map, Patna",0612-2354871,nmc_patna@yahoo.com,http://nmchpatna.org/,"Kankarbagh Main Road, Patna - 800026"
"TMC Navi Mumbai Contact Number, Address & Location Map, Navi Mumbai",+91-22-27720563 / +91-22-27721442,terna_medical@yahoo.co.in,http://www.ternamedical.org,Sector No - 12Phase No - IINerul Navi Mumbai India
"DMCH Ludhiana Contact Number, Address & Location Map, Ludhiana",4686600,contact@dmch.edu,http://www.dmch.edu/,"Near PNB Bank, DMC Road, Tagore Nagar, Ludhiana, Punjab 141001rnPhone:0161 468 7648"
"MediCiti Institute of Medical Sciences Contact Number, Address & Location Map, Hyderabad",+91-8418-256212,chitneni@mims.edu.in,http://mims.edu.in/,"Off Kompally Road, Ghanpur Village, Medchal Mandal Hyderabad, Telangana,India."
"GEMS Srikakulam Contact Number, Address & Location Map, Srikakulam",(08942) 398398,principaloffice@gems.edu.in,http://gems.edu.in/,"Aditya Educational SocietyrnRagolu(Vlg), Srikakulam Dist., A.P u2013 532484"
"Vydehi Institute of Medical Sciences and Research Centre Contact Number, Address & Location Map, Bengaluru",28412956,info@vims.ac.in,http://www.vims.ac.in/education/ug-courses.html,"#82, Nallurahalli, Near BMTC 18th Depot, Whitefield, Bangalore - 560 066 (Karnataka)"
"GMKMC Salem Contact Number, Address & Location Map, Salem",0427-2383313,gmkmc@sancharnet.in,http://www.gmkmc.ac.in/,"Salem Steel Plant Road , Salem, Tamil Nadu, India"
"MVJ Hoskote Contact Number, Address & Location Map, Hoskote",080-6788 8600,chairman@mvjmc.edu.in,http://www.mvjmc.edu.in/,"Dandupalya, 30th KM Milestone, National Highway 4, Kolathur P.O., Hoskote,Pincode - 562 114"
"IRT Perundurai Medical College & Research Center Contact Number, Address & Location Map, Erode",4294 220910,irtpmc@yahoo.co.in,http://irtpmc.ac.in/default.html,Perundurai Erode -638053
"GMCH Guwahati Contact Number, Address & Location Map, Guwahati",+91-2134538,gmch-asm@nic.in,http://gmchassam.gov.in,Gauhati Medical CollegeGuwahati-781032.
"IGIMS Patna Contact Number, Address & Location Map, Patna",0612 - 2297099,www.igims.org,http://www.igims.org/,"Indira Gandhi Institute of Medical Sciences,rnSheikhpura, rnPatna - 800 014. BIHAR (INDIA)."
"MGMMC Jamshedpur Contact Number, Address & Location Map, Jamshedpur",91 657 2360859,info@mgmmedicalcollege.org,http://www.mgmmedicalcollege.org,"Dimna Roand, Jharkhand, 831001 (India)"
"SMC Silchar Contact Number, Address & Location Map, Silchar",03842-229110,smc-asm@nic.in,http://www.smcassam.gov.in,"Silchar Medical College, Ghungoor,Silchar 788014, Assam, India"
"NBMC Darjeeling Contact Number, Address & Location Map, Darjeeling",msvpnbmch@gmail.com,http://www.nbmch.org,"Sushrutanagar, Dist. Darjeeling West Bengal,India."
"PGIMER Chandigarh Contact Number, Address & Location Map, Chandigarh","+91-172-2755569,2755570,2755562",pgimer-chd@nic.in,http://pgimer.edu.in/,"PGIMER, Sector-12, Chandigarh,Pin- 160 012, India"
"Amrita School of Nursing Contact Number, Address & Location Map, Kochi",+91-484-2801234,hospitaladministration@aims.amrita.edu,https://www.amrita.edu/school/nursing/,Amrita Institute of Medical Sciences & Research CentreElamakkaraKochi-682026KochiKeralaIndia
"NKP Nagpur Contact Number, Address & Location Map, Nagpur",07104-306100,info@nkpsims.edu.in,http://nkpsims.edu.in/,"Digdoh Hills, Hingna Road, Nagpur 440019, Maharashtra, INDIA"
"Jaipur National University Contact Number, Address & Location Map, Jaipur",+91-141 7197070,info@jnujaipur.ac.in,http://www.jnujaipur.ac.in,"Agra - Jaipur Rd, Near New RTO Office, Jagatpura, Jaipur, Rajasthan 302017"
"CNMC Kolkata Contact Number, Address & Location Map, Kolkata",+91-33-2284 3582 / 4834,msvp_cnmc@wbhealth.gov.in,http://www.cnmckolkata.webs.com,"32 Gorachand Road, Beniapukur, Kolkata, West Bengal 700014"
"Datta Meghe Institute of Higher Education and Research Contact Number, Address & Location Map, Wardha","+91-9423369018, +91-9552636751, +91-7152-287701-06, +91-7152-304000",info@dmimsu.edu.in,https://dmimsu.edu.in/,"Sawangi (Meghe), Wardha- 442004, Maharashtra, India."
"NHMC Delhi Contact Number, Address & Location Map, Delhi",91-11- 24334225,principalnhmc@gmail.com,http://www.nhmc.delhigovt.nic.in/,"GOVT. OF N.C.T. OF DELHI NEHRU HOMOEOPATHIC MEDICAL COLLEGE & HOSPITAL, 'B'-BLOCK, DEFENCE COLONY, NEW DELHI-110024"
"DYPMC Pune Contact Number, Address & Location Map, Pune",+91 20 27805100,info.medical@dpu.edu.in,http://medical.dpu.edu.in/,"Sant Tukaram Nagar, Pimpri, Pune - 411018 India."
"GD Goenka World Institute Contact Number, Address & Location Map, Gurgaon",918800992020,pooja.choudhary@gdgoenka.ac.in,http://www.gdgwi.gdgoenka.com/,"G D Goenka World Institute, G D Goenka Education City, Sohna Gurgaon Road, Sohna, Haryana, India"
"DMS Puducherry Contact Number, Address & Location Map, Puducherry",0413 - 2655179,head.dms@pondiuni.edu.in,http://www.pondiuni.edu.in/department/department-management-studies,"Pondicherry University,Bharat Ratna Dr. B.R.Ambedkar Administrative Building,R.V.Nagar, Kalapet,Puducherry u2013 605014."
"Fatima College Contact Number, Address & Location Map, Madurai",0452 266 8016,fatimacollegemdu@gmail.com,http://www.fatimacollegemdu.org,"Mary Land,, Madurai, Tamil Nadu 625018"
"GKV Haridwar Contact Number, Address & Location Map, Haridwar",07300761138,registrar@gkv.ac.in,http://gkv.ac.in,"Gurukula Kangri Vishwavidayalaya P.O Gurukula Kangri,Haridwar-249404"
"National Institute for the Mentally Handicapped (NIMH), Navi Mumbai Contact Number, Address & Location Map, Navi Mumbai",02227875277,nimhrcnm@yahoo.in,http://nimhindia.gov.in/,"Maruthi Mount View, Next to Apna Bazar, Sector 8-B, Artists Village, CBD Belapur, Navi Mumbai- 400614"
"Bioinformatics Centre (BC), Puducherry Contact Number, Address & Location Map, Puducherry",04132655212,contact@bicpu.edu.in,http://www.bicpu.edu.in/about.htm,"Bioinformatics Centre,School of Life Sciences,Pondicherry University,Puducherry - 605 014"
"JSS Mysuru Contact Number, Address & Location Map, Mysuru",+91-918212548337,principal@jssmedicalcollege.in,http://www.jssmedicalcollege.in/,"JSS Medical College, Sri Shivarathreeshwara Nagara, Mysore - 570 015, Karnataka, India"
"National Brain Research Centre Contact Number, Address & Location Map, Gurgaon",+91-0124-2845200,info@nbrc.ac.in,http://www.nbrc.ac.in,NH-8ManesarGurgaonHaryana - 122 051India
"The Mumbai Institute of Management and Physical Education Contact Number, Address & Location Map, Thane",0250-3248230,robert_d1967@yahoo.com,http://www.mimpe.org/,"Gaurav Plaza, 2nd Floor, Laxmiben Chedda Marg, Nalasopara (W), Thane - 401203"
"MGC Fatehgarh Sahib Contact Number, Address & Location Map, Fatehgarh Sahib",01763-233715,info@matagujricollege.org,http://www.matagujricollege.org/,Fatehgarh Sahib-140407Punjab(INDIA)
"Bharathiar University Contact Number, Address & Location Map, Coimbatore",+91-422-2422222,regr@buc.edu.in,http://www.b-u.ac.in/Home/DeptMgmtAbout,Bharathiar School of Management & Entrepreneur DevelopmentBharathiar UniversityCoimbatore - 641 046Tamil Nadu. India.
"Vivekanandha College of Arts and Sciences for Women Contact Number, Address & Location Map, Namakkal",04288 - 234241,vicasprincipal@gmail.com,http://www.vicas.org/,"Elayampalayam, Tiruchengode -Namakkal District,Tamilnadu , INDIA."
"KASC Erode Contact Number, Address & Location Map, Erode",04242242999,konguarts@kasc.ac.in,http://www.kasc.ac.in/,"Kongu Arts and Science College Nanjanapuram  Erode, Tamil Nadu 638107"
"KITTS Thiruvananthapuram Contact Number, Address & Location Map, Thiruvananthapuram",info@kittsedu.org,http://www.kittsedu.org/certificate-courses.php,"Residency Compound, Thycaud P.O. Kerala, Thiruvananthapuram, Kerala, India- 695014"
"Anjuman-I-Islams Institute of Hotel Management & Catering Technology (AIHMCT), Mumbai Contact Number, Address & Location Map, Mumbai",rukshanab@rediffmail.com,http://www.anjumanihmct.org/,"92, Dr. D. N. Road, Next to Times of India Building, Opp. C.S.T, CST, Mumbai, Maharashtra, India- 400001"
"Alpine Center The Swiss Business School for Hotel and Tourism Education (AC), Goa Contact Number, Address & Location Map, Goa",0172 - 6530331,admissions@alpinecenter.in,http://www.alpinecenter.in/,"11/A, Loyola Vaddo, Near Piedade Chapel, Goa - Other, Goa, India- 403713"
"Amrapali Institute of Hotel Management (AIHM), Haldwani Contact Number, Address & Location Map, Haldwani",05946-238201,admission@amrapali.ac.in,http://www.amrapali.ac.in/,"Shiksha Nagar, Kaladhungi Road, , Haldwani, Uttarakhand, India- 263139"
"Dr. MPS Group College of Hotel Management Contact Number, Address & Location Map, Delhi",09319969886,Dean_ibrahimkhan@yahoo.in,http://www.mpschm.org.in/Default.aspx,"E-9,Ramdutt Enclave, (Near Uttam Nagar East Metro Station), Uttam Nagar, Delhi, Delhi, India- 110059"
"CMTES Institute of Hotel Management Contact Number, Address & Location Map, Vijayawada",08662579140,cmtesihmct_vja@yahoo.co.in,http://cmtesihmct.webs.com/,27-14-601st floorrajagopalachari streetNear Buckinghampet post officeGovernorpetVijayawadaAndhra PradeshIndia
"IIHMCA Hyderabad Contact Number, Address & Location Map, Hyderabad",91 40 27154304,info@iihmca.org,http://iihmca.org/,"7-91/5, Street No. 2,Beside Whitus Hospital & IDBI Bank,Nagendra Nagar, Habsiguda X Roads,Hyderabad u2013 500 007, Telangana, INDIA."
"Insoft Institute of IT & Management Contact Number, Address & Location Map, Noida",911204575414,info@insoftedu.net,http://insoftedu.net/,"C-2, 2nd Floor, Above TVS Showroom, Sector-10, NOIDA – 201301"
"The Sunday Indian School of Journalism Contact Number, Address & Location Map, Noida",info@tsischoolofjournalism.com,http://www.tsischoolofjournalism.com
"PDEA College of Ayurveda & Research Centre Contact Number, Address & Location Map, Pune",020-27653965,carcakurdi@gmail.com,http://www.pdeacarcayu.com/,"College of Ayurved & Research Centre,Sector No. 25, Pradhikaran, Nigdi, Pune-411 044."
"MGVC Bharatpur Contact Number, Address & Location Map, Bharatpur",mgvc_btp1@rediffmail.com,http://www.mgvcbharatpur.com/2,"Mahatma Gandhi Veterinary College,NH-11, Agra road Bharatpur-321001 Rajasthan"
"Solan Homoeopathic Medical College & Hospital Contact Number, Address & Location Map, Solan",shmchsolan@hotmail.com,http://solanhomoeocollege.com/,"Barog Bypass, KUMARHATTI - 173229 , Distt. Solan. Himachal Pradesh. India."
"Shri Dharmasthala Manjunatheswara College of Ayurveda Contact Number, Address & Location Map, Hassan","+91- 8172- 2564 60,+91- 8172- 2564 61",college@sdmcahhassan.org,http://www.sdmcahhassan.org/,"Sri Dharmasthala Manjunatheshwara College of Ayurveda & Hospital, P B No. 164, Thannirhalla, B M Road, Hassan-573201, Karnataka, India"
"Jagran Institute of Management and Mass Communication Contact Number, Address & Location Map, Kanpur",05123243043,admission@jimmc.in,http://www.jimmckanpur.ac.in/,"Jagran Institute of Management and Mass Communication,620-W Block, Saket Nagar,Kanpur-208014,Uttar Pradesh"
"VCare Global Institute of Health Sciences Contact Number, Address & Location Map, Chennai",044-43502790,info@vgihs.edu.in,http://www.vgihs.edu.in/index.aspx,"15, New Giri Road, G.N. Chetty Road, T.Nagar, Chennai-600017, Tamil Nadu, India"
"Ayurveda College Contact Number, Address & Location Map, Coimbatore",0422- 2681346,ayurvedacollege@yahoo.com,http://avcc.ac.in/,"Ayurveda College,No.242-B, Trichy Road,Sulur, Coimbatore -641402."
"Manipal School of Regenerative Medicine Contact Number, Address & Location Map, Bengaluru",+91 820 2922323,admission@manipal.edu,http://manipal.edu/sorm.html,GKVK PostBellary RoadAllalasandraYelahankaYelahanakaBangaloreKarnataka
"Apeejay Svran Institute for Biosciences and Clinical Research Contact Number, Address & Location Map, Gurgaon",+91-9650107449,aibcr@apj.edu,http://www.apeejay.edu/aibcr/home.html,"Sector-32, Plot-26, Gurgaon, Haryana"
"KCDS bangalore Contact Number, Address & Location Map, Bengaluru",08023343442,admissions.sriket@gmail.com,http://www.kcdsh.org,"Sri Krishnadevaraya Educational Trust, Visveswaraya Block, Jayamahal Road, Bangalore Palace, Bangalore-560 006"
