College Name,Contact no,Email,Website,Address
"Gokhale Memorial Girls College Contact Number, Address & Location Map, Kolkata",033 2223 8287/2355,gokhalecollegekolkata@gmail.com,http://www.gokhalecollegekolkata.edu.in,"1/1 Harish Mukherjee Road, Kolkata-700020"
"Kamla Nehru Group of Institutions Contact Number, Address & Location Map, Sultanpur","07607809620,09794886069",knmtsln@gmail.com,http://www.knmt.org.in,"NH96 Faizabad Bypass Road, Faridipur Campus, Sultanpur U.P. India"
"Government College (GC), Idukki Contact Number, Address & Location Map, Idukki",04868272347,gckattappana@gmail.com,http://www.gck.co.in/index.html,"Government College Kattappana Dist. Idukki, Kerala - 685508"
"Guru Nanak College (GNC), Chennai Contact Number, Address & Location Map, Chennai",+91-044-2245 1746,principal@gurunanakcollege.edu.in,http://www.gurunanakcollege.edu.in,"Guru Nanak College, Velachery Road, Chennai 600042."
"SIES Mumbai Contact Number, Address & Location Map, Mumbai",+91 22 2407 27 29,contact@sies.edu.in,http://www.siesascs.edu.in,"SIES College of Arts, Science and Commerce, Jain Society, Sion West, Mumbai 400 022  INDIA"
"Kamadhenu College of Arts and Science Contact Number, Address & Location Map, Dharmapuri",04342 291191,Kamadhenucollege.1995@yahoo.co.in,http://kamadhenucollege.com/,"A.H. Road, Thokkampatti (P.O), Dharmapuri - 636 705."
"RJ Mumbai Contact Number, Address & Location Map, Mumbai",+91 22 25152731,umukundan@hotmail.com,http://www.rjcollege.edu.in/index.html,"Opposite Ghatkopar Railway Station, Ghatkopar West, Mumbai 400086, Maharashtra, INDIA."
"DAVV Mateshwari Sugni Devi Girls College Contact Number, Address & Location Map, Indore",(0731) 2551135,contact@davvmsdgirlscollege.org,http://www.davvmsdgirlscollege.org/,"Teen Pulia, Pardeshipura, Indore (M.P.)"
"Magadh Mahila College Contact Number, Address & Location Map, Patna",+91-612-2219454,nfo@magadhmahilacollege.org,http://www.magadhmahilacollege.org,North Gandhi Maidan Patna - 1
"KIIT Contact Number, Address & Location Map, Bhubaneswar",+91-674-2741747,admission@kiit.ac.in,http://www.kiitee.ac.in,Patia -Bhubaneswar 751024
"Ethiraj college for women Contact Number, Address & Location Map, Chennai","+(91)-44-28279189 , +(91)-44-28287210, +(91)-44-28240592",ethirajprincy@yahoo.com,http://www.ethirajcollege.in/,"70, Ethiraj Salai, Egmore, Thousand Lights, Chennai, Tamil Nadu 600008"
"St.Alberts College Contact Number, Address & Location Map, Ernakulam",0091-484-2394225,admission@alberts.ac.in,http://www.alberts.ac.in/,"Banerji Road, Ernakulam, Kochi - 682 018"
"ITC Lucknow Contact Number, Address & Location Map, Lucknow",0522 2321107,itcollege@sancharnet.in,http://itcollege.ac.in/,"Isabella Thoburn College, 7, Faizabad Road, Lucknow-226007"
"Asutosh College Kolkata Contact Number, Address & Location Map, Kolkata",+91-33-24554504,admission@asutoshcollege.in,http://www.asutoshcollege.in/,"92, Shyamaprasad Mukherjee Road.Kolkata. West Bengal. India.PIN - 700 026"
"Vinayakrao Patil Mahavidhyalaya Contact Number, Address & Location Map, Aurangabad",02436-222086,vpmv_vaijapur@yahoo.co.in,http://vpcollege.org,"P.O. Box No.3, VAIJAPUR.rnDist. Aurangabad (Maharashtra) INDIA,"
"IKC Indore Contact Number, Address & Location Map, Indore",+91-731-2565112,info@ikcollegeindore.org,http://ikcollegeindore.org/,"2/2, Old Palasia,  Opposite Greater Kalish Nursing Home, Indore (M.P.)"
"M.O.P. Vaishnav College For Women Contact Number, Address & Location Map, Chennai",044 2833 0262,mopvaishnav@mopvc.edu.in,http://www.mopvc.edu.in,"20, IV Lane, Nungambakkam High Road, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034"
"Aditi Mahavidyalaya Contact Number, Address & Location Map, New Delhi","011-2752741, 011-27751317",info@amv94.org,http://www.amv94.org/,Delhi Auchandi RoadBawanaRohiniDelhiDelhiIndia-110039
"Quaid-E-Millath Government College for Women Contact Number, Address & Location Map, Chennai",+91-442852-0793,principal@qmgcw.in,http://www.qmgcw.in/,"Quaid-E-Millath Government College for Women (Autonomous) 74, Binny Road, Anna Salai,  Chennai 600 002."
"Mount Carmel College, Bangalore Contact Number, Address & Location Map, Bengaluru",+91-80-22261759,mounts@bgl.vsnl.net.in,http://www.mountcarmelcollegeblr.co.in/,"No. 58, Palace Road, Bangalore, India - 560 052"
"St. Francis College for Women Contact Number, Address & Location Map, Hyderabad",04023403200,mail@stfranciscollege.ac.in,http://www.sfc.ac.in/,"Uma Nagar, Begumpet, Begumpet, Hyderabad, Telangana, India"
"St Francis De Sales College (SFCSC), Nagpur Contact Number, Address & Location Map, Nagpur",0712-2511354,sfs_college@yahoo.com,http://www.sfscollege.org.in/,"Saint Francis De Sales College, Seminary Hill, Nagpur, Maharashtra, India. Pin code  : 440006"
"Maulana Azad College Contact Number, Address & Location Map, Kolkata",033-29730203,macadmission123@gmail.com,http://www.maulanaazadcollege.in,"8, Rafi Ahmed Kidwai Rd, Taltala, Kolkata, West Bengal Kolkata - 700013"
"Loganatha Narayanasamy Government College Contact Number, Address & Location Map, Tiruvallur",044 27971830,principal@lngovernmentcollege.com,http://www.lngovernmentcollege.com/index.htm,"44,TH Road, Ponneri Tamil Nadu"
"DAV College (DAV), Chandigarh Contact Number, Address & Location Map, Chandigarh",+91-722744046,davcollegechandigarh@gmail.com,https://davchd.ac.in/,"DAV COLLEGE, SECTOR-10; Chandigarh-160011"
"IEHE Bhopal Contact Number, Address & Location Map, Bhopal",+91-7552492460,info@iehe.ac.in,http://www.iehe.ac.in/,"Kaliyasot Dam, Kolar road Post Box No. : 588, Post Office Ravishankar Nagar Bhopal - 462016"
"GITAM (Deemed To Be University) (GITAMST), Hyderabad Contact Number, Address & Location Map, Hyderabad",+91-8455221311,tnp.director@gitam.in,http://www.gitam.edu/hydgst,"GITAM University, Rudraram Village Patancheru Mandal, Medak District, Hyderabad - 502329"
"Arya Vidyapeeth College Contact Number, Address & Location Map, Guwahati",+91-361-2474065,principal@avcollege.ac.in,http://www.avcollege.ac.in,"Gopinath Nagar , Guwahati - 781016, Assam, India."
"GVC Palakkad Contact Number, Address & Location Map, Palakkad",0491 2576773,victoriapkd@gmail.com,http://victoriacollege.in/,"Govt. Victoria College, Victoria College P O, Palakkad, Kerala, India, Pin 678 001"
"B.J.B. Autonomous College Contact Number, Address & Location Map, Bhubaneswar",+91- 0674-2436971,bjbcollege123@yahoo.com,http://www.bjbcollege.in/,"B. J. B. Autonomous CollegeBJB Nagar,Bhubaneswar,Pin - 751014Orissa"
"Ramakrishna Mission Vivekananda College Contact Number, Address & Location Map, Chennai",+91-04424993057,mail@rkmvc.ac.in,http://www.rkmvc.ac.in/,"#70-72 P.S. Sivaswami SalairnMylapore, ChennairnTamilnadu 600004, India"
"SKASC Coimbatore Contact Number, Address & Location Map, Coimbatore",+91 422 2678400,info@skasc.ac.in,http://www.skasc.ac.in,"Sugunapuram, Kuniamuthur P.O.,Coimbatore, Tamil Nadu,INDIA. Pin-641 008."
"ANC Patna Contact Number, Address & Location Map, Patna",0612-2540482,principal@ancpatna.com,http://www.ancpatna.com,"Boring Road, Sri Krishna Puri, Patna, Bihar 800013 0612 254 0482"
"Jaipur National University Contact Number, Address & Location Map, Jaipur",+91-141 7197070,info@jnujaipur.ac.in,http://www.jnujaipur.ac.in,"Agra - Jaipur Rd, Near New RTO Office, Jagatpura, Jaipur, Rajasthan 302017"
"DYPATIL Pimpri Contact Number, Address & Location Map, Pimpri",+91 20 27424194,info.acs@dypvp.edu.in,http://www.acs.dypvp.edu.in/,"Sant Tukaram Nagar, Pimpri, Pune 411018 Maharashtra, India"
"L.D. Arts College Contact Number, Address & Location Map, Ahmedabad",079-26306619,ldartscollege@yahoo.com,http://www.ldarts.org/home.aspx,"L. D. Arts College Amrutlal Hargovandas Campus, Commerce Six Road, Navrangpura Ahmedabad-380009, Gujarat, India"
"Takshashila University Tindivanam Contact Number, Address & Location Map, Tindivanam","+91 9297523456, 04147-234567",Admission@takshiluniv.com,https://www.takshashilauniv.ac.in/,"Takshashila University Ongur, Tindivanam Taluk, Villupuram District, Tamilnadu"
"St. Xaviers College Contact Number, Address & Location Map, Ranchi",+91-651-22143011,studentservice@sxcran.org.in,http://www.sxcran.org/,"St. Xavier's College, Ranchi, Post Box No-9, Dr. Camil Bulcke Path, Ranchi, Jharkhand-834001"
"Kalindi College Contact Number, Address & Location Map, Delhi",+91-11-25787604,kalindisampark.du@gmail.com,http://kalindi.du.ac.in,"Kalindi College, (University of Delhi), East Patel Nagar, New Delhi-110008"
"Hindusthan College of Arts & Science Contact Number, Address & Location Map, Coimbatore","+ 91 98431 33333, +91 99433 44433",info@hindusthan.net,http://hindusthan.net/,"Hindusthan College of Arts and Science, Hindusthan Gardens, (Behind Nava India) Avinashi Road, Coimbatore u2013 641 028, TamilNadu, India."
"Patna Women's College Contact Number, Address & Location Map, Patna",0612 253 1186,info@patnawomenscollege.in,http://patnawomenscollege.in/,"Bailey Road, Patna Bihar, PIN - 800001"
"C.B.M College of Arts and Science Contact Number, Address & Location Map, Coimbatore",0422-2607259,enquiry@cbmcolege.com,http://www.cbmcollege.com,"Sakethapuri , Kovaipudur,  Coimbatore, Tamilnadu ,  India – 641042."
"DAV Post Graduate College Contact Number, Address & Location Map, Varanasi",0542 - 2214438,dav_degvns@sify.com,http://www.davpgvns.ac.in/,"Maharshi Dayanand Marg, Narharpura, Ausanganj, Varanasi"
"Govt. Maharani Laxmi Bai Girls P.G. College Contact Number, Address & Location Map, Indore",0731-2411696,ngdcdeptcs@gmail.com,http://www.vlbcindore.org/indexpage.html,"Govt. Maharani Laxmi Bai Girls P.G. College, Kila Maidan, Indore-452006 (M.P.), India."
"Parul University Contact Number, Address & Location Map, Vadodara",+91-2668260312/ 202300307,admissions@paruluniversity.ac.in,http://www.paruluniversity.ac.in/home,"P.O. Limda, Ta.Waghodia - 391760 Dist. Vadodara, Gujarat(India)"
"SJGC Kurnool Contact Number, Address & Location Map, Kurnool",08518233489,sjgc1972@gmail.com,http://www.sjgckurnool.in,"B Camp, Kurnool, Andhra Pradesh 518002"
"Sivanath Sastri College Contact Number, Address & Location Map, Kolkata","+91-033-24612689, 91-03324611236",sivanathsastricollege@yahoo.in,http://sivanathsastricollege.org/,"23/49 Gariahat Road , Kolkata 700029"
"HRSP Mandal s Arts, Commerce & Science College Contact Number, Address & Location Map, Pune",02135-224400.,info@hrspmrajgurunagarpune.org,http://hrspmrajgurunagarpune.org/ACSCollege,"Dehane, Tal-Khed , Dist-Pune – 412 402. Maharashtra,India."
"Lingaya's Vidyapeeth Contact Number, Address & Location Map, Faridabad","+91-8929042765, +91-8447744303",Admission@lingayasvidyapeeth.edu.in,http://www.lingayasuniversity.edu.in,"University Campus:  Nachauli, Jasana Road, Old Faridabad, Haryana"
"Sri Niketan Arts Commerce College Contact Number, Address & Location Map, Nagpur",91-712-2745162,snacc_ngp@yahoo.in,http://www.shriniketan.org/,"Reshimbag, Tulshibag Road, Nagpur-440009"
"Jagannath University NCR Haryana Contact Number, Address & Location Map, Bahadurgarh","+91-1276-699700, +91-9891179900, +91-9467398169, +91-9811864721",admission@jagannathuniversityncr.ac.in,http://www.jagannathuniversityncr.ac.in/ac-barch.aspx,"State Highway 22, Bahadurgarh-Jhajjar Road, Jhajjar, Haryana -124507"
"Dr. M.G.R. Educational And Research Institute Contact Number, Address & Location Map, Chennai","+91-4423782176 ,+91-4423782186, +91-4423782085",contact@drmgrdu.ac.in,http://www.drmgrdu.ac.in,"E.V.R Periyar Salai (NH4 Highway), Maduravoyal, Chennai - 600095. Tamilnadu, India."
"BU Bhopal Contact Number, Address & Location Map, Bhopal",0755 251 7138,Registrar@bubhopal.nic.in,http://www.bubhopal.ac.in/1068/Home,"Barkatullah Vishwavidyalaya, Bhopal Hoshangabad Road, BHOPAL-462026, Madhya Pradesh (INDIA)"
"Avadh Girls Degree College (AGDC), Lucknow Contact Number, Address & Location Map, Lucknow",0522-2236291,agdc1975@yahoo.co.in,http://www.agdc.ac.in/,"20-A, VIKRAMADITYA MARG, LUCKNOW (U.P.)"
"Swarrnim Startup And Innovation University Contact Number, Address & Location Map, Gandhinagar","+91-7069003003, +91-9228018009",admission@swarrnim.edu.in,http://www.swarrnim.edu.in,"At Post Bhoyan Rathod, Near ONGC WSS, Opp. IFCCO, Adalaj Kalol Highway"
"Central University of Rajasthan Contact Number, Address & Location Map, Kishangarh",91-1463-238755,info@curaj.ac.in,http://www.curaj.ac.in,"NH-8, Bandar Sindri, Dist-Ajmer-305817, Rajasthan INDIA"
"JV JAIN Saharanpur Contact Number, Address & Location Map, Saharanpur",+91-1322763344,info@jvjaincollege.com,http://jvjaincollege.com/new/,J V Jain CollegernSaharanpur-247001
"Kanoria PG Mahila Mahavidyalaya Contact Number, Address & Location Map, Jaipur",0141-2707539,admin@kanoriacollege.in,http://www.kanoriacollege.in/,"Near Gandhi Circle, J.L.N. MargBapu NagarJaipur, Rajasthan"
"KIIT University Contact Number, Address & Location Map, Bhubaneswar",+91-8114373311-315,kiit@kiit.ac.in,http://www.kiit.ac.in,"Kalinga Institute of Industrial Technology (KIIT) Deemed to be University Bhubaneswar, Odisha, India Pin: 751024"
"Shri Shikshayatan College Contact Number, Address & Location Map, Kolkata",+91 (33) 2282 6033,principal@shrishikshayatancollege.org,http://shrishikshayatancollege.org,11Lord Sinha RoadKolkataWest BengalIndia
"Baba Baijnath Degree College Contact Number, Address & Location Map, Kanpur",+91 96168552538,contact@bbdc.in,http://www.bbdc.in/,"Patara, Hamirpur Road, Kanpur"
"MU Indore Contact Number, Address & Location Map, Indore","+91-0731-4259500, +91-07969024444",Admission@medicaps.ac.in,http://www.medicaps.ac.in,"Medi-Caps University A.B. Road, Pigdamber, Rau Indore - 453331"
"K R Mangalam University Contact Number, Address & Location Map, Gurgaon",+91-11-4888-4888,welcome@krmangalam.edu.in,http://www.krmangalam.edu.in,"K.R. Mangalam University,  Sohna Road, Gurugram 122103 Delhi - NCR"
"Guwahati College Contact Number, Address & Location Map, Guwahati",0361-0361-25505,ppalguwahaticollege@gmail.com,http://www.guwahaticollege.org.in/index.htm,BamunimaidanGuwahati- 781021
"Maharishi College of Natural Law Contact Number, Address & Location Map, Bhubaneswar",0674-2541268,maharishicollegebbsr@gmail.com,http://maharishicollege.org,Maharishi College of Natural LawSaheed NagarBhubaneswarOdisha
"GCG 11 Chandigarh Contact Number, Address & Location Map, Chandigarh",0172-2740614,principal_gcg@yahoo.com,http://www.gcg11.ac.in/index.aspx,"Sector - 11, Chandigarh"
