College Name,Contact no,Email,Website,Address
"Post Graduate College of Law, Osmania University Contact Number, Address & Location Map, Hyderabad",+91 40 23231092,pgcladm@gmail.com,https://www.osmania.ac.in/pgcl/index.htm,Hyderabad. Telangana. 500007
"GITAM School of Law Contact Number, Address & Location Map, Visakhapatnam",0891-2840501,registrar@gitam.edu,https://vspgsl.gitam.edu/,"Gandhi Nagar, Rushikonda Visakhapatnam-530045 Andhra Pradesh, INDIA"
"Bharati Vidyapeeth New Law College (BVNLC), Pune Contact Number, Address & Location Map, Pune","(020) 25444616, 25455854",newlawcollege@yahoo.co.in,http://www.bvpnlcpune.org,"Bharati Vidhyapeeth University's New Law College Educational Complex, Erandwane, Paud Road, Pune - 411038 Maharashtra, India"
"Faculty of Law, University of Calcutta Contact Number, Address & Location Map, Kolkata",0332664711,sccu45@gmail.com,http://www.caluniv.ac.in/,"FACULTY OF LAW, DEPARTMENT OF LAW, UNIVERSITY OF CALCUTTA,HAZRA CAMPUS 51/1, Hazra Road,Kolkata-700019, India"
"Cochin University of Science and Technology Contact Number, Address & Location Map, Kochi",91(484) 2577290,akv@cusat.ac.in.,http://www.cusat.ac.in/,"Cochin University P.O, Kochi, Kerala, India- 682022"
"Amity University Punjab Contact Number, Address & Location Map, Mohali","+91-80459-26489, +91-1800-20-26489",admissions@pb.amity.edu,http://www.amity.edu/mohali,"Amity University, Sector 82A, IT City, International Airport Road, Mohali"
"MSRCL bangalore Contact Number, Address & Location Map, Bengaluru",080-23606909,info@msrcl.org,http://www.msrcl.org,"MSR Nagar, MSRIT Campus,MSRIT Post, Bangalore - 560054."
"School of Legal Studies, Cochin University of Science and Technology Contact Number, Address & Location Map, Cochin",04842575465,sls@cusat.ac.in,http://sls.cusat.ac.in/index.html,"School Of Legal Studies, South Kalamassery, Kalamassery, Kochi, Kerala-682022, India"
"TNDALU Contact Number, Address & Location Map, Chennai",+91-044-24641212,registrar@tndalu.ac.in,http://www.tndalu.ac.in/,"Poompozhil, Dr. D.G.S. Dinakaran Salai, Dr.Radhakrishnan Salai, Chennai, Tamil Nadu, India- 600028"
"Sultan-Ul-Uloom College of Law Contact Number, Address & Location Map, Hyderabad",040-232802251,sues@sancharnet.in,http://sulawcollege.edu.in,"Mount Pleasant, 8-2-249, Road No. 3, Banjara Hills, Hyderabad - 500 034, Telangana State, India"
"Dr. B.R.Ambedkar College of Law Contact Number, Address & Location Map, Visakhapatnam",080 65309002,webmaster@andhrauniversity.info,http://andhrauniversity.edu.in/college/college-of-law/law-home,"Dr. B.R.Ambedkar College of Law rnAndhra University                        rnVisakhapatnam - 530003 rnAndhra Pradesh, INDIA"
"The NorthCap University-School of Law Contact Number, Address & Location Map, Gurgaon",+ 91 124 236581,https://www.ncuindia.edu/?utm_source=GMBlisting&utm_medium=organic,http://www.ncuindia.edu/index.php/schools/school-of-law,HUDA Sector 23-A Gurgaon - 122017.
"Sri venkateswara college of law Contact Number, Address & Location Map, Chittoor",0877- 2238485,http://svcollegeoflaw.com/,"Tanapalli Cross, Tiruchanoor Road , Chittoor (Dt), Andhra Pradesh , Tirupati - 517503.rn"
"UILS Chandigarh Contact Number, Address & Location Map, Chandigarh",01722784397,regr@pu.ac.in,http://uils.puchd.ac.in/,University Institute of Legal StudiesPanjab UniversitySector 14ChandigarhU.T. - 160014
"Bangalore Institute Of Legal Studies Contact Number, Address & Location Map, Bengaluru",+91-80-26933227,info@bils.ac.in,http://www.bils.ac.in,ijaya College CampusR.V. RoadBasavanagudiBangalore - 560 004
"LPU Contact Number, Address & Location Map, Phagwara","+91-1824-404404,18001024431",admissions@lpu.co.in,http://www.lpu.in,"Lovely Professional University, Jalandhar - Delhi G.T. Road, Phagwara, Punjab (India) - 144411"
"Dhenkanal Law College Contact Number, Address & Location Map, Dhenkanal",91 - 6762 - 228,dhenkanallawcollege@gmail.com,http://www.dhenkanallawcollege.com,"PO: Dhenkanal RS Dist : Dhenkanal         PIN - 759013"
"K.C. Law College Contact Number, Address & Location Map, Jammu",0191-2502826,kclawcollegejammu@gmail.com,http://www.kclawcollege.in,"Akhnoor Road, Muthi, Jammu – 181205 (J&K)"
"Jalpaiguri Law College Contact Number, Address & Location Map, Jalpaiguri",91 3561 230905,info@jalpaigurilawcollege.org,http://www.jalpaigurilawcollege.org/,"Jalpaiguri Law CollegernPachiram Nahata Blcok, Beguntary, Before Naba Yavak Sangha,  Post & Dist. Jalpaiguri, PIN - 735101 rn"
"Nyaya Vidya Parishad Law College Contact Number, Address & Location Map, Visakhapatnam",0891-2595521,nvplawcollege@gmail.com,http://nvplawcollege.com/,"Nyaya Vidya Parishad Law CollegernPothina Mallayya Palem, rnEndada Next Bus Stop, MadhurawadarnMadhurawada, Visakhapatnam, rnAndhra Pradesh 530041"
"SCLC Kolkata Contact Number, Address & Location Map, Kolkata",033 2440 8182,sclawedu@gmail.com,http://southcalcuttalawcollege.ac.in/,BallygungeKolkataWest Bengal 700019
"Haldia Law College Contact Number, Address & Location Map, Haldia",+91-3224 - 255355,principal@hlc.in,http://www.hlc.in/,"ICARE Complex, P.O. Hatiberia, Haldia, Purba Medinipur, West Bengal, India Pin - 721657"
"MGLC Hyderabad Contact Number, Address & Location Map, Hyderabad",040-24033335,info@mglawcollege.com,http://www.mglawcollege.com,"11-14-261/1, Beside Ranga Reddy Dist. Court,, N.T.R Nagar, L.B. Nagar,, Hyderabad, Telangana 500074, India"
"SCL Mumbai Contact Number, Address & Location Map, Mumbai",+91-22-22823935,principal@siddharthlawcollege.com,http://www.siddharthlawcollege.com,"Anand Bhavan, D.N. Road,          Near Bombay High Court, Fort, Mumbai - 400 023"
"Dayanand College of Law (DCL), Latur Contact Number, Address & Location Map, Latur",(02382) 221896,dayanandlawlatur@rediffmail.com,http://www.dayanandlaw.org,"Dayanand Law CollegernPrakash NagarrnLatur, Maharashtra 413531"
"JC College of Law Contact Number, Address & Location Map, Guntur",+91 863 2350930,info@jccollegeoflaw.in,http://jccollegeoflaw.in/aboutcollege.php,"JAGARLAMUDI CHANDRAMOULI COLLEGE OF LAWJKC Nagar, GUNTUR - 522 006,Andhra Pradesh,India."
"Janhit College of Law Contact Number, Address & Location Map, Noida",01202930642,info@janhitlaw.in,http://janhitlaw.in/,"Janhit College of Law, Knowledge Park I, Greater Noida, Uttar Pradesh 201310"
"Patna Law College Contact Number, Address & Location Map, Patna",0612-2670510,info@patnalawcollege.ac.in,http://patnalawcollege.ac.in,"Rani Ghat, Mahendru, Patna,PIN - 800006, Bihar, INDIA."
"Braja Mohan Thakur Law College Contact Number, Address & Location Map, Purnia",06454 244487,bmtlcautonomous@gmail.com,http://www.bmtlawcollege.org/,"Kamla Bhawan, Purnia Bihar"
"Vivekananda Law College Contact Number, Address & Location Map, Puttur",08251-230561,vlcputturdk@gmail.com,http://law.vivekanandaedu.org/,"VIVEKANANDA LAW COLLEGE,rnNEHARU NAGARA, PUTTUR,rnD.K, KARNATAKA, INDIA.rnPIN: 574203"
"Kashmir Law College Contact Number, Address & Location Map, Srinagar",0194-2145723,kashmirlawcollegesgr@gmail.com,http://www.kashmirlawcollege.com/pageviewer.aspx?id=8,"Nowshera, Srinagar, Jammu and Kashmir, India"
"A.K.K. New Law Academy Contact Number, Address & Location Map, Pune",+91- 020-264420,principalnlapune@rediffmail.com,http://www.nlapune.org,"2390, B.K.B. Hidayatullah Rd, Katad Khana, Pune, Maharashtra 411001"
"DL Chandigarh Contact Number, Address & Location Map, Chandigarh",0 172 2541577,lawsdept@pu.ac.in,http://laws.puchd.ac.in/index.php,"Department of LawsDr. Bhim Rao Ambedkar HallPanjab UniversitySector 14Chandigarh, U.T. - 160014India"
"V T Choksi Sarvajanik Law College Contact Number, Address & Location Map, Surat",contact@vtclaw.org,http://vtclaw.org/?page_id=2091,"Athawalines,Near Lal Bunglow,Surat u2013 395007"
"The ICFAI University (TICFAIU), West Tripura Contact Number, Address & Location Map, West Tripura",+91-3812865752,registrar@iutripura.edu.in,http://www.iutripura.edu.in/Contact_us.html,"The ICFAI University, Tripura,Kamalghat, Mohanpur, West Tripura - 799210, India."
"Government Law College (GLC), Madurai Contact Number, Address & Location Map, Madurai",0452-2533996,glcmadurai@gmail.com,http://www.glcmadurai.ac.in/,"Government Law College MadurairnDr. S V K S Thangaraj Salai RoadrnTallakulam, Madurai u2013 625020."
"JV JAIN Saharanpur Contact Number, Address & Location Map, Saharanpur",+91-1322763344,info@jvjaincollege.com,http://jvjaincollege.com/new/,J V Jain CollegernSaharanpur-247001
"D. S. R. Hindu Law College Contact Number, Address & Location Map, Hyderabad",principal@dsrhinducollegeoflaw.org.in,http://dsrhinducollegeoflaw.org.in,"MACHILIPATNAM-521001.	Krishna District,Andhra Pradesh,INDIA"
"Geeta Institute of Law Contact Number, Address & Location Map, Panipat","+91-9729970000, +91-9278768000",admissiongil@geeta.edu.in,http://www.geetalawcollege.in,"Geeta Institute of Law, Opposite DPS Panipat City, GT Road, Panipat, Haryana"
"Kerala Law Academy Contact Number, Address & Location Map, Trivandrum","0471-2433166, 0471-2539356",kla@asianetindia.com,http://www.keralalawacademy.in/,"Kerala Law Academy Law College Peroorkada, Thiruvananthapuram Kerala - 695005"
"Aurora's Legal Sciences Institute - Bhongir Contact Number, Address & Location Map, Nalgonda","+91-9100077777, +91-9100001474",admissions@alsi.edu.in,http://www.alsi.edu.in,"Aurora's Legal Sciences Institute, Bhongir, Nalgonda Distt.  Telangana 508001"
"Hooghly Mohsin College Contact Number, Address & Location Map, Hooghly",(033) 2680 2252,principal@hooghlymohsincollege.org info@hooghlymohsincollege.org,http://www.hooghlymohsincollege.org/,"Hooghly Mohsin CollegernP.O.- Chinsurah, Dist.- Hooghly,rnWest Bengal, India u2013 712 101"
"Aurora's Legal Sciences Academy, Hyderabad Contact Number, Address & Location Map, Hyderabad-T",+91-9100000770,principalalsa@gmail.com,http://www.alsa.edu.in,"Bandlaguda, Chandrayangutta, Hyderabad, Telangana 500005"
"Sri R.K.M. Law college Contact Number, Address & Location Map, Chittoor",+91 8572-245773,srirkmlawcollege@gmail.com,https://www.svuniversity.edu.in/ac/srkmlcedu,"Sri RKM Law College, RVS Nagar, Muthirevula, Chittoor, AP-517127, Andhra Pradesh, India"
"RV Institute of Legal Studies Contact Number, Address & Location Map, Bengaluru",+91-80-26636263,rvils@rvei.edu.in,http://www.rvils.edu.in,"NMKRV Degree College Campus Jayanagar 3rd Block Bangalore 560011, Karnataka"
"Ramaiah University of Applied Sciences Contact Number, Address & Location Map, Bengaluru",+91-8045366616,am.er@msruas.ac.in,http://www.msruas.ac.in,"University House, Gnanagangothri Campus New BEL Road, M S R Nagar, Bangalore Karnataka, INDIA - 560 054"
"Vidyodaya Law College Contact Number, Address & Location Map, Tumkur",0816-2278243,vidyodayalawcollege@gmail.com,http://www.vidyodayafoundation.org/index.html,"Bengaluru - Honnavar Rd, Opposite Govt. Hostpital, Gandhi Nagar, Tumakuru, Karnataka 572102"
"ABBS School of Law Contact Number, Address & Location Map, Bengaluru","+91-8023245520/21,+91-9141707070",admissions@abbs.ac.in,http://www.abbslaw.edu.in,"Andrahalli Main Road, Off Magadi Road, Bengaluru – 560 091, Karnataka, India"
"Chhaju Ram Law College Contact Number, Address & Location Map, Hisar",01662-254270,crlawcollege5@gmail.com,https://www.crlawcollege.com/,"Rajgarh Road, Hisar-125001, Haryana - India"
"Bhaskar Law College Contact Number, Address & Location Map, Ranga Reddy","+91 40 2339 1979, 2330 1523",webdesigner@jbgroup.org.in,https://www.jbgroup.org.in/blc/aboutblc.php,"Amdapur X Road, Yenkapally, Moinabad Ranga Reddy, Telangana State - 500075"
"UPES Dehradun Contact Number, Address & Location Map, Dehradun",+91-7412065777,"anjani.mishra@upes.ac.in, enrollments@upes.ac.in",http://www.upes.ac.in,"Energy Acres, PO Bidholi, Via Premnagar,  Dehradun-248007 (Uttrakhand)"
"BMS College of Law Contact Number, Address & Location Map, Bengaluru",080 2667 9336,info@bmscl.ac.in,http://www.bmslawcollege.org/about-institution.htm,"BMS college of Law Basavanagudi, Bengaluru, Karnataka 560019"
"Dogra Law College Contact Number, Address & Location Map, Jammu","01923-220600, +91-9419111461",principaldlc@dograeducationaltrust.com,http://www.dograeducationaltrust.com/dogra-law/index.html,"Dogra Law College, Matushri Bhawan, Bassi Kalan, Bari Brahmana, Jammu-181133"
"Government Law College (GLC), Tiruchirappalli Contact Number, Address & Location Map, Tiruchirappalli",0431 -2420324,glctry@gmail.com,http://www.glctry.ac.in/,"Government Law College, Racecource Road, Khajamali, Trichy -620023"
"Gopaldas Jhamatmal Advani Law College Contact Number, Address & Location Map, Mumbai",91-22-2649 7484,galc77@yahoo.co.in,http://www.advanilaw.in,"Barrister Hotchand Gopaldas Advani Marg,Off Linking Road, Bandra (W), Mumbai - 400 050"
"Mjp Rohilkhand University Contact Number, Address & Location Map, Bareilly",0581-2520487,registrar@mjpru.ac.in,http://www.mjpru.ac.in/,"7 Km from the Bareilly railway station Pilibhit Bye pass road Bareilly 243006, (U.P.) India."
"S. S. Jain Subodh Law College Contact Number, Address & Location Map, Jaipur",0141-2786990,info@subodhlawcollege.com,http://subodhlawcollege.com/?page_id=8,"Sector 5, Shipra Path, Mansarovar, Jaipur,Rajasthan,India."
"Sarsuna Law College Contact Number, Address & Location Map, Kolkata",+91-33-24526599,info@sarsunalawcollege.org,http://sarsunalawcollege.org/,"Sarsuna Law College1/HB/4, Ho-Chi-Minh Sarani, P.O. - Sarsuna, Kolkata - 700 061, West Bengal, India."
"Madhusudan Law College Contact Number, Address & Location Map, Cuttack",0671- 2548374,info@mslawcollege.org,http://www.mslawcollege.org,"Station Bazar, Cuttack u2013 753003"
"Snehangshu Kanta Acharya Institute of Law Contact Number, Address & Location Map, Nadia",033-25809895,contact@skail.org,http://skail.org/,"Kalyani University Campus Kalyani, Nadia, West Bengal-741235, India"
"Government Law College (GLC), Puducherry Contact Number, Address & Location Map, Puducherry",0487-2360150,glcthrissur1992@gmail.com,http://glcthrissur.com/,"Government Law College, Ayyanthole, Thrissur, Kerala, India-680003"
"Anand Law College Contact Number, Address & Location Map, Anand",(2692)-252034,office.alc@ymail.com,http://alc.ac.in,"Opp. Sanket Towers, Near Electric Grid, Anand. Gujarat. India."
"M.P. Law College Contact Number, Address & Location Map, Aurangabad",+91-240-2336621,mplawcollege@gmail.com,http://mplaw.org,"Nirala Bazar, Samarth Nagar, Aurangabad Maharastra India"
"Jorhat Law College Contact Number, Address & Location Map, Jorhat",0376-2300405,lawcollegejorhat@gmail.com,http://www.jorhatlawcollege.org/,"M.G. Road, Jorhat - 785001, Assam."
"Padala Rama Reddy Law College Contact Number, Address & Location Map, Hyderabad",040-23748936,info@prrcolleges.net,http://prrcolleges.net,"Yellareddyguda, behind Ameerpet Chermas, Hyderabad, Andhra pradesh"
"Damodaram Sanjivayya National Law University Contact Number, Address & Location Map, Visakhapatnam",+91-8924-248216,dsnluvsp@gmail.com,http://www.dsnlu.ac.in,"Sabbavaram, Visakhapatnam-531035 Andhra Pradesh, INDIA"
"Dispur Law College Contact Number, Address & Location Map, Guwahati",+ 91 361 222 03,info@dispurlawcollege.org,http://dispurlawcollege.org,Dispur Law CollegeDharmananda Das AvenueLast GateDispurGuwahati-6KamrupAssam
"Parul University Contact Number, Address & Location Map, Vadodara",+91-2668260312/ 202300307,admissions@paruluniversity.ac.in,http://www.paruluniversity.ac.in/home,"P.O. Limda, Ta.Waghodia - 391760 Dist. Vadodara, Gujarat(India)"
"NEF Guwahati Contact Number, Address & Location Map, Guwahati",0361-2342423,nefghy@gmail.com,"http://www.nefcollege.org/Law%20College/B.Com.,%20LL.B%20(hons).html","G.M.C.H. Road, Ananda Nagar, Christianbasti,Guwahati-781005, Assam, India"
"Al-Ameen College of Law (AACL), Bangalore Contact Number, Address & Location Map, Bengaluru",080-22112563,alameenlaw.edu@gmail.com,http://alameen66-edu.org/law_college/index.htm,"Hosur Road, Near Lalbagh Main Gate, Bangalore - 560 027"
"National Law University and Judicial Academy Contact Number, Address & Location Map, Guwahati",+91-361-2738891,admissions@nluassam.ac.in,http://www.nluassam.ac.in,"Hajo Road,  Amingaon, Guwahatiu2013781031, Assam (India)"
"Nari Gursahani Law College Contact Number, Address & Location Map, Ulhasnagar",0251-2703464,nglawcollege2004@rediffmail.com,http://www.nglawhsnc.edu.in/about_nglc.html,"CHM Campus, Smt. Chandibai Himathmal Mansukhani Road, Opp Railway Station (W), Ulhasnagar-421003, Thane, Maharashtra, India"
"VBCL Udupi Contact Number, Address & Location Map, Udupi",0820-2520373,vbcl_college@yahoo.com,http://www.vbclaw.com/web/guest/home,"Vaikunta Baliga College of Law, Kunjibettu, Udupi-576102, Karnataka, India"
"Bishop Cotton Women's Christian Law College Contact Number, Address & Location Map, Bengaluru",+91-8022121898,info@bcwclc.com,http://www.bcwclc.com/,"No 19, 3rd Cross,C. S. I. Compound,Mission Road, Bangalore -27"
"Sri Eshwar Reddy College of Law Contact Number, Address & Location Map, Tirupati",0877 2220078,admin@erlawcollege.com,http://www.erlawcollege.com,D.No: # 10-13-515rnReddy & Reddy ColonyrnTIRUPATI u2013 517501rnAndhra Pradesh   INDIArn
"Smt. Shanti Devi Law College Contact Number, Address & Location Map, Rewari",01274-201333,sdlawcollege@gmail.com,http://ssdlcrewari.com/,"Smt Shanti Devi Law CollegernSaharanwasrnGangoli, Rewari, Haryana 123101"
"Lingaya's Vidyapeeth Contact Number, Address & Location Map, Faridabad","+91-8929042765, +91-8447744303",Admission@lingayasvidyapeeth.edu.in,http://www.lingayasuniversity.edu.in,"University Campus:  Nachauli, Jasana Road, Old Faridabad, Haryana"
"K R Mangalam University Contact Number, Address & Location Map, Gurgaon",+91-11-4888-4888,welcome@krmangalam.edu.in,http://www.krmangalam.edu.in,"K.R. Mangalam University,  Sohna Road, Gurugram 122103 Delhi - NCR"
"Shri Ram College of Law Contact Number, Address & Location Map, Muzaffarnagar",0131-2620890,shriramcollegeoflaw.mzn@gmail.com,http://www.srgcmzn.com/Law/Default.aspx,"Shri Ram College of Law, Circular Road, Muzaffarnagar 251001"
"Government Law College (GLC), Coimbatore Contact Number, Address & Location Map, Coimbatore",0422-2422454,glglccbe@yahoo.com,http://www.glccbe.ac.in/,"Government Law College, Maruthamalai Main Road, Bharathiyar University Post, Coimbatore u2013 641046."
"Bharati Vidyapeeth's New Law College Contact Number, Address & Location Map, Sangli",0233 -2377256,nlcpune@bharatividyapeeth.edu,http://bvpnlcpune.org/,"Bharti Vidyapeeth Bhavan,Rajwada Chowk, Sangli. 416416"
"CLC Ranchi Contact Number, Address & Location Map, Ranchi",0651-2205877,info@cnlawcollege.org,http://www.cnlawcollege.org,"Nyay Vihar Campus, Namkum Ranchi Jharkhand, india"
"Delhi Metropolitan Education Contact Number, Address & Location Map, Noida","+91-8920981152, +91-7042667516, +91-7042667951",info@dme.ac.in,http://www.dme.ac.in,"B-12, Sector - 62, Noida"
"Vidyasthali Law College Contact Number, Address & Location Map, Jaipur",0141 276 2864,vidyasthalilawcollege@yahoo.in,http://www.vidyasthalilawcollege.com,"Prithviraj Nagar, Maharani Farm, Durgapur, Jaipur, Rajasthan (302018)"
"Vishveshwarya Group of Institutions Contact Number, Address & Location Map, Greater Noida",81302 93785,admissions@vgi.ac.in,https://www.vgi.ac.in/,"Ghaziabad-Bulandshahar G.T. Road, NH-91 Greater Noida Phase-II, Gautam Buddha Nagar, UP"
"Hurakadali Ajja Law College Contact Number, Address & Location Map, Dharwar",0836 244 6205,halawcollege@gmail.com,http://www.halawcollege.com/p/contact-us.html,"Near Shri Durgadevi Temple, Maratha Colony Road, Alnavar, Dharwad, Karnataka 580008"
"S. K. J Law College Contact Number, Address & Location Map, Muzaffarpur",06212246034,skjlawcollege1948@gmail.com,http://www.skjlawcollege.org/home/,"Gannipur, Muzaffarpur"
"Chanderprabhu Jain College of Higher Studies & School of Law Contact Number, Address & Location Map, Delhi","+91-9717688444, 9152687777",cpj.enquiry@gmail.com,http://www.cpj.edu.in,"Plot No. OCF, Sector A-8, Narela, New Delhi-110040, Delhi, India"
"Jagannath University NCR Haryana Contact Number, Address & Location Map, Bahadurgarh","+91-1276-699700, +91-9891179900, +91-9467398169, +91-9811864721",admission@jagannathuniversityncr.ac.in,http://www.jagannathuniversityncr.ac.in/ac-barch.aspx,"State Highway 22, Bahadurgarh-Jhajjar Road, Jhajjar, Haryana -124507"
"Govind Ramnath Kare College of Law Contact Number, Address & Location Map, Goa",0832 - 2715510,officegrklaw@vvm.edu.in,http://www.grkarelaw.edu.in,"P.O. Box 777, G R Kare Road Tansor Comba, Margao Goa. 403601"
"Adarsha Law College Contact Number, Address & Location Map, Warangal",0870-2567118,adarshalawcollege@gmail.com,http://www.adarshalawcollege.com,"Door No : 7-1-100/1 ,rnAmbedkar NagarrnNear New Bus Stand,rnHanamakonda,rnWarangal, Telangana"
"Visakha Law College Contact Number, Address & Location Map, Visakhapatnam",0891 - 2540946,visakha359@yahoo.com,http://visakhalawcollege.com/,"Christ Vidya Nagar, Maharajpeta Jn, NH-5 Road, Bheemili Mandal, Visakhapatnam - 531 162"
"NIMT Educational Institutions Contact Number, Address & Location Map, Greater Noida",http://nimt.ac.in/course/medical-and-paramedica,"Plot No. 41, Knowledge Park-1, Kasna Road,Near Pari Chowk,Greater Noida,Distt. Gautam Buddha Nagar(U.P.) INDIAPIN: 201310"
"Jharkhand Rai University Contact Number, Address & Location Map, Ranchi",+91-9693296660,info@jru.edu.in,https://www.jru.edu.in/,"Jharkhand Rai University Kamre, Ratu Road Ranchi"
"Indore Institute Of Law Contact Number, Address & Location Map, Indore","+91-9977019777, +91-9977091777",admissions@indoreinstituteoflaw.org,http://www.indoreinstituteoflaw.org/,"Indore Institute of Law, Gendalal Bam Parisar, Opp.IIM, Rau - Pithampur Road, Village Dehri, Rangwasa, Indore - 453331 (MP)"
"Mahajana Law College Contact Number, Address & Location Map, Mysuru",+91 821 241 4670 +91 821 251 1921,info@mahajana.edu.in,http://www.sbrrmlc.in/,"Jayalakshmipuram, Mysuru, Karnataka 570012"
"Indira Priyadarshini Law College Contact Number, Address & Location Map, Ongole",08592234156,iplc.ongole2@gmail.com,http://iplawcollegeongole.in,"Indira Priyadarshini Law College,   Anjaiah Road, ONGOLE,   Prakasam Dist.-523 002, Anjaiah Road, Ongole, Andhra Pradesh"
