College Name,Contact no,Email,Website,Address
"Maharishi Markandeshwar University, Sadopur Contact Number, Address & Location Map, Ambala","+91-8059930008/9,1800-3000-5221",admission@mmambala.org,http://www.mmambala.org,"MM University Sadopur, Ambala (Haryana)"
"Haridwar University Contact Number, Address & Location Map, Roorkee","+91-7500102111, +91-7500108111",rceroorkee@gmail.com,http://www.rceroorkee.in,Roorkee College of Engineering 5th Km. Roorkee-Haridwar Canal Road Bajuheri Roorkee-247667
"Aryans Group Of Colleges Contact Number, Address & Location Map, Chandigarh","+91-9876299888, +91-9876599888",anshukataria@gmail.com,http://www.aryans.edu.in,"Aryans Group of Colleges, Village Nepra, Tehsil- Rajpura, Distt.- Patiala (Punjab), 140401"
"College of Agriculture (CA), Yavatmal Contact Number, Address & Location Map, Yavatmal",coaukd210@gmail.com,http://coa-ukd.com/,"Umarkhed, Dist Yavatmal, Tal Umarkhed, Umarkhed, Yavatmal - 445206",
"Chandra Bhanu Gupta Krishi Mahavidyalaya Contact Number, Address & Location Map, Lucknow",05212   298223,infocbgl@gmail.com,http://cbgagcollege.org/default.aspx,"Bakshi Ka Talab , Lucknow, Uttar Pradesh, India"
"Jagannath University NCR Haryana Contact Number, Address & Location Map, Bahadurgarh","+91-1276-699700, +91-9891179900, +91-9467398169, +91-9811864721",admission@jagannathuniversityncr.ac.in,http://www.jagannathuniversityncr.ac.in/ac-barch.aspx,"State Highway 22, Bahadurgarh-Jhajjar Road, Jhajjar, Haryana -124507"
"HC&RI Periyakulam Contact Number, Address & Location Map, Periyakulam",04546 234661,info@tnau.ac.in,http://sites.tnau.ac.in/horticultural-college-research-institute/home,The DeanHorticultural College & Research InstitutePeriyakulam – 625 604
"Lingaya's Vidyapeeth Contact Number, Address & Location Map, Faridabad","+91-8929042765, +91-8447744303",Admission@lingayasvidyapeeth.edu.in,http://www.lingayasuniversity.edu.in,"University Campus:  Nachauli, Jasana Road, Old Faridabad, Haryana"
"Parul University Contact Number, Address & Location Map, Vadodara",+91-2668260312/ 202300307,admissions@paruluniversity.ac.in,http://www.paruluniversity.ac.in/home,"P.O. Limda, Ta.Waghodia - 391760 Dist. Vadodara, Gujarat(India)"
"BHU Contact Number, Address & Location Map, Varanasi",0542 236 8558,ims@gmail.com,http://www.bhu.ac.in/ims/ayurveda/ayurveda_about.htm,"Kabir Colony, Banaras Hindu University Campus, Varanasi, Uttar Pradesh 221005"
"Dau Kalyan Singh College of Agriculture & Research Station Contact Number, Address & Location Map, Baloda Bazaar",dkscars@rediffmail.com,http://igau.edu.in/CoABhatapara.htm,"Bhatpara, Chattisgarh",
"NIMS University Contact Number, Address & Location Map, Jaipur","+91-9116010414, +91-7412077155, +91-9116010433",admissions@nimsuniversity.org,http://www.nimsuniversity.org,"NIMS UNIVERSITY RAJASTHAN Jaipur-Delhi Highway (NH-11C), Jaipur 303121, Rajasthan, INDIA"
"Starex University Contact Number, Address & Location Map, Gurgaon","+91-7009989550, 01242379991/2/3",admission@starexuniversity.com,https://www.starexuniversity.com/,"Address : NH-48, Vill- Binola, P.O. Bhorakalan, Gurugram, Haryana 122413 (India)"
"Rkdf University Contact Number, Address & Location Map, Bhopal",0755-2740395,vc@rkdf.ac.in.,https://www.rkdf.ac.in,"RKDF UNIVERSITY                                              AIRPORT BY PASS ROAD,GANDHI NAGAR, BHOPAL                                              MADHYA PRADESH, INDIA"
"Swarrnim Startup And Innovation University Contact Number, Address & Location Map, Gandhinagar","+91-7069003003, +91-9228018009",admission@swarrnim.edu.in,http://www.swarrnim.edu.in,"At Post Bhoyan Rathod, Near ONGC WSS, Opp. IFCCO, Adalaj Kalol Highway"
"Centurion University of Technology and Management (SMCUTM), Bhubaneswar Contact Number, Address & Location Map, Bhubaneswar","+91-67425-96228,(0674) 2491147",shovon.chakraborty@cutm.ac.in,http://www.cutm.ac.in,"At-Ramachandrapur, P.o- Jatani Bhubaneswar,752050,Dist: Khurda, Odisha"
"DIBNS Dehradun Contact Number, Address & Location Map, Dehradun","+91-9927800045, 46, 47",mail@dolphininstitute.in,http://www.dolphininstitute.in,"Manduwala, Near Sudhowala, Chakrata Road,Dehra Dun, Uttarakhand  248007"
"Agricultural College & Research Institute (ACRI), Coimbatore Contact Number, Address & Location Map, Coimbatore",091-0422-661121,deanagri@tnau.ac.in,http://www.tnau.ac.in/agcbe/ug_progs.html,Agricultural College & Research InstituteTNAUCoimbatore – 641 003Tamil NaduIndia.
"College of Forestry (COF), Thrissur Contact Number, Address & Location Map, Thrissur",91-487-2438401,deanforestry@kau.in,http://forestry.kau.in/home-page-content/college-forestry,College of Forestry Kerala Agricultural University KAU P.O Vellanikkara Thrissur Kerala 680656
"Central Agricultural University : College of Agriculture Contact Number, Address & Location Map, Imphal",0385-2415933,vcofficecau@yahoo.in,http://www.cau.ac.in/colleges.html,"Central Agricultural University, Iroisemba, Imphal- 795 004, Manipur, India"
"College of Agriculture (CA), Ahmednagar Contact Number, Address & Location Map, Ahmednagar",02427-231769,acsonai@yahoo.co.in,http://www.mulaeducation.com/education/collegeofagriculturesonai.html,At/p: Sonai Taluka : Newasa District: Ahmednagar  State:Maharashtra pincode-414105
"MU Indore Contact Number, Address & Location Map, Indore","+91-0731-4259500, +91-07969024444",Admission@medicaps.ac.in,http://www.medicaps.ac.in,"Medi-Caps University A.B. Road, Pigdamber, Rau Indore - 453331"
"Wildlife Institute of India Contact Number, Address & Location Map, Dehradun",0135 264 0111,cdmsc@wii.gov.in,http://www.wii.gov.in,Wildlife Institute of IndiaChandrabaniMehu Wala MafiDehradunUttarakhand 248007
"College of Horticulture Contact Number, Address & Location Map, Bagalkot",08354-201234,registrar@uhsbagalkot.edu.in,http://www.uhsbagalkot.edu.in/Home,"Udyanagiri, Near Seemekeri Cross, Hubli Bypass Road, Navanagar, Bagalkot-587104 Karnataka, India."
"Thanthai Roever Institute of Agriculture and Rural Development Contact Number, Address & Location Map, Perambalur",04328-325096,roeveragri@gmail.com,http://www.roeveragri.ac.in/index.html,Elambalur – Perambalur – 621 212
"Pandit Jawaharlal Nehru College of Agriculture & Research Institute Contact Number, Address & Location Map, Puducherry",+91-4368-261288,pajancoari.kkl@nic.in,http://www.pajancoa.ac.in/index.html,"Pandit Jawaharlal Nehru College of Agriculture and Research Institute Nedungadu Post, Karaikal - 609 603, U.T. of Puducherry, India"
"SVAC Tirupati Contact Number, Address & Location Map, Tirupati",0877-2249155,s.s.subramanian@hotmail.com,http://www.svagcollege.org,"Tirupati ,Andhra Pradesh, India."
"College of Agriculture (CoA), Pune Contact Number, Address & Location Map, Pune",+91-20 25538489 /37033,adacpune@gmail.com,http://www.coapune.org/,Shivaji NagarPune-411005. MaharashtraIndia.
"Agricultural College and Research Institute Contact Number, Address & Location Map, Thoothukudi",04630-261226,deanagrikkm@tnau.ac.in,http://www.tnau.ac.in/kkm/a.html,Agricultural College and Research InstituteKillikulamVallanadu -  628 252Thoothukudi DistrictTamil NaduINDIA
"Doon(P.G) College of Agriculture & Allied Science Contact Number, Address & Location Map, Dehradun",doongroupofcolleges@gmail.com,http://dpmc.in/college1.htm,"28 - Chakrata Road, (Behind Bindal Petrol Pump), Dehradun - 248 001 (Uttarakhand)",
"College of Agriculture (COA), Kasaragod Contact Number, Address & Location Map, Kasaragod",0467 2280616,coapad@kau.in,http://www.kaupad.edu.in/,"College of Agriculture Padanakkad. Kerala Agricultural University Kasargod District, Kerala, Pin -671314."
"Tirhut College of Agriculture Contact Number, Address & Location Map, Muzaffarpur",6274 240226,info@pusavarsity.org.in,http://www.pusavarsity.org.in/?page_id=397,"College of Agricultural Engineering Pusa, Bihar 848185"
"K. K. Wagh College of Agricultural Biotechnology Contact Number, Address & Location Map, Nashik",(0253) 2303668,http://www.agri-bio.kkwagh.edu.in/,"K. K. Wagh College of Agricultural Biotechnology,Saraswati nagar, Panchavati, Nashik - 422 003",
"College Of Agriculture (CAK), Kolhapur Contact Number, Address & Location Map, Kolhapur",0232-2605851,aris@ackolhapur.edu.in,http://www.ackolhapur.edu.in/,Old Pune-Bangalore HighwayVidyanagarKolhapurPin – 416 004 MaharashtraIndia
"RJ Mumbai Contact Number, Address & Location Map, Mumbai",+91 22 25152731,umukundan@hotmail.com,http://www.rjcollege.edu.in/index.html,"Opposite Ghatkopar Railway Station, Ghatkopar West, Mumbai 400086, Maharashtra, INDIA."
"Loyola College Contact Number, Address & Location Map, Chennai",91-44-2817-8291/92/93,alumni@loyolacollege.edu,http://www.loyolacollege.edu,"Loyola College,Sterling Rd, Nungambakkam, Chennai, Tamil Nadu 600034"
"Uttaranchal University Contact Number, Address & Location Map, Dehradun","+91-135-2772135, 2771170,2773531",university@uttaranchaluniversity.ac.in,http://www.uttaranchaluniversity.ac.in,Arcadia Grant P.O Chandanwari Prem Nagar Dehradun Uttarakhand 248007
"SRM University Delhi-NCR Contact Number, Address & Location Map, Sonepat","91+8816033301,91+8816033302,91+8816033303",admissions@srmuniversity.ac.in,http://www.srmuiversity.ac.in,"39, Rajiv Gandhi Education City, Sonipat , Haryana"
"Pydah College of Engineering Contact Number, Address & Location Map, Kakinada",08933222854,pydahenggcollege@yahoo.com,http://www.pydahgroup.com,"Pydah College of Enginnering & TechnologyGambhiram,Boyaplem,Visakhapatnam-531 163"
"Paavai Engineering College Contact Number, Address & Location Map, Namakkal",04286243038,info@paavai.edu.in,http://pec.paavai.edu.in/,Paavai Engineering CollegePaavai InstitutionsPaavai NagarNH-7Pachal -637 018Namakkal Dist.Tamilnadu
"MGC Fatehgarh Sahib Contact Number, Address & Location Map, Fatehgarh Sahib",01763-233715,info@matagujricollege.org,http://www.matagujricollege.org/,Fatehgarh Sahib-140407Punjab(INDIA)
"Shree Dev Bhoomi Institute of Education ,Science & Technology Contact Number, Address & Location Map, Dehradun",+91-9319059542,sdbidoon@sdbidoon.com,https://www.sdbidoon.com/index.html,SDBIVillage MazhonP.O. Poundha (Via Premnagar)(Near Jaspal Rana Shooting Range)DehradunUttrakhandIndia
"Shri Dharmasthala Manjunatheswara College of Ayurveda Contact Number, Address & Location Map, Hassan","+91- 8172- 2564 60,+91- 8172- 2564 61",college@sdmcahhassan.org,http://www.sdmcahhassan.org/,"Sri Dharmasthala Manjunatheshwara College of Ayurveda & Hospital, P B No. 164, Thannirhalla, B M Road, Hassan-573201, Karnataka, India"
"Global Institute of Technology and Management Contact Number, Address & Location Map, Gurgaon","+91-955100100,+91-8053980002",info@gitmgurgaon.com,https://www.gitmgurgaon.com,"5 KM Mile Stone, Haily Mandi Road, Kheda Khurrampur, Farrukh Nagar, Gurgaon, Haryana 122506"
"Invertis University Contact Number, Address & Location Map, Bareilly","+91-581-2460442/2460443, +91-7303403676",info@invertis.org,http://www.invertisuniversity.ac.in,"Invertis University Invertis Village, Delhi Lucknow Highway NH-24, Bareilly, Uttar Pradesh Pin - 243 123, India.."
"S. S. & L. S. Patkar College of Arts & Science & V. P. Varde College of Commerce & Economics Contact Number, Address & Location Map, Mumbai",+91-22-2872 3731 / 2872 1875,info@patkarvardecollege.edu.in,http://www.patkarvardecollege.edu.in/,"S. V. Road, Goregaon (West),Mumbai - 400062"
"TULAS INSTITUTE Dehradun Contact Number, Address & Location Map, Dehradun",+91 135-2699300,info@tulas.edu.in,https://tulas.edu.in/about/,"Tula's Institute Dhoolkot, PO-Selaqui, Chakrata Road, Dehradun-248011 (Uttarakhand)"
"Rishiwal Mahavidyalaya Contact Number, Address & Location Map, Moradabad",principal@rbdcollege.com,http://www.rbdcollege.com/index.aspx,"Patti Mauda, Kanth, Moradabad",
"Sai Institute of Paramedical & Allied Sciences Contact Number, Address & Location Map, Dehradun",0135   2743300,info@sipasddn.com,http://www.sipasddn.com/,"26A, Rajpur Road, Adjacent Hotel Meedo Grand, Dehradun"
"Raffles University Contact Number, Address & Location Map, Neemrana","+91-1494-675555, +91-9928777777, +91-9672975556, +91-9672975557",admissons@rafflesuniversity.edu.in,http://www.rafflesuniversity.edu.in,"Japanese Zone, National Highway 8, Neemrana, Rajasthan 301020"
"Janta Vedic College Contact Number, Address & Location Map, Meerut",91 1234 262130,contact@jvc.ac.in,http://www.jvc.ac.in/,"Baraut, Baghpat 250611, Uttar Pradesh, INDIA"
"Ethiraj college for women Contact Number, Address & Location Map, Chennai","+(91)-44-28279189 , +(91)-44-28287210, +(91)-44-28240592",ethirajprincy@yahoo.com,http://www.ethirajcollege.in/,"70, Ethiraj Salai, Egmore, Thousand Lights, Chennai, Tamil Nadu 600008"
"Government Polytechnic (GP), Kashipur Contact Number, Address & Location Map, Kashipur",05947-274034,info@gpkashipur.in,http://www.gpkashipur.in,"Manpur Road, U.S Nagar, Uttarkhand"
"Poornima Institute of Engineering & Technology Contact Number, Address & Location Map, Jaipur",+91-8875666645,info@poornima.org,http://www.poornima.org/poornima-institute-of-engineering-technology,"ISI-2, RIICO Institutional Area, SitapuraJaipur-302 022 (Rajasthan)"
"Shekhawati Institute of Engineering & Technology Contact Number, Address & Location Map, Sikar",9414039303,info@sgisikar.com,http://www.sgisikar.org/Default.aspx?Page=Institute&InstituteId=5,"Behind Circuit House, Jaipur Road, Sikar (Rajasthan), Pin code -332001"
"SMCET Jaipur Contact Number, Address & Location Map, Jaipur",+91-7462-224201,mjrpg@rediffmail.com,http://www.smenggcollege.com/,"Thingla, Behind Collectorate,Sawai Madhopur, Rajasthan"
"ABR College of Engg & Technology (ABRCET), Prakasam Contact Number, Address & Location Map, Prakasam",06742364075,contactabr@Yahoo.com,http://www.abrcollege.com,ABR NAGARChinairlapadu VillageKandukur RoadKanigiriPrakasam DistrictAndhrapradesh523234.
"CTAE Udaipur Contact Number, Address & Location Map, Udaipur",02942470837,deanctae@mpuat.ac.in,http://www.ctae.ac.in/,"College of Technology and Engineering, UDAIPUR-313001 (Rajasthan)"
"Vishveshwarya Institute of Engineering & Technology Contact Number, Address & Location Map, Gautam Buddha Nagar",+91-120-2446300,director@vgi.ac.in,http://www.vgi.ac.in/,"20 Kms. from Ghaziabad on Ghaziabad-Bulandshahr G.T. Road, P.O.- Dadri, Greater Noida Phase-II, Gautam Budh Nagar, U.P - 203207"
"Government Polytechnic (GP), Bhagalpur Contact Number, Address & Location Map, Bhagalpur",governmentpolytechnicbhagalpur@gmail.com,http://www.governmentpolytechnicbhagalpur.weebly.com,"NH 80, Bhagalpur College Of Engineering, Bhagalpur, Bihar 813210",
"COCAS Patna Contact Number, Address & Location Map, Patna",+91-612-2350136,baban_principal@yahoo.com,http://www.cocpatna.org/default.aspx,KankarbaghPatna - 800 020 Bihar (INDIA)
"Shyam Institute of Engineering & Technology Contact Number, Address & Location Map, Dausa","+91-1431-213145, 213146,+91-8890202999, +91-8890207999",shyamcollege@gmail.com,http://www.sietdausa.com,"Dehlal – Deedwana, Tehsil Lalsot Distt. Dausa, Rajasthan (India)"
"S.S. Jain Subodh Girls P.G. College Sanganer, Jaipur Contact Number, Address & Location Map, Jaipur",+91-01412565989,admin@subodhmcainstitute.com,http://www.subodhpgcollege.com,"Rambagh Circle,Jaipur, Rajasthan, Pincode: 302004"
"Stani Memorial College of Engineering & Technology, Jaipur Contact Number, Address & Location Map, Jaipur",+91-1412395402,smcetjaipur@rtu.ac.in,http://www.smcet.in,"IIRM Phagi Campus, Phagi, Rampura Road, Jaipur, Rajasthan 303005"
"CSE Jhansi Contact Number, Address & Location Map, Jhansi",+91-0510-233119,info@srgi.ac.in,http://www.srgi.ac.in,"16 Km , Gwalior Road, Jhansi, Uttar Pradesh, India - 284002"
"SKSITS Indore Contact Number, Address & Location Map, Indore",+917314086441,info@sksits.com,http://www.sksits.com,RauNear IIM IndorePithampur Bypass RoadIndore
"Adhiparasakthi Agricultural College Contact Number, Address & Location Map, Vellore",04173-295050,deanapac@tnau.ac.in,http://apac.ac.in/index.php,"G. B. Nagar, Kalavai – 632 506 Vellore District, Tamil Nadu, India"
"Integral University Contact Number, Address & Location Map, Lucknow",9335177775,iucat@iul.ac.in,http://www.iul.ac.in/,"u00a0Integral University, Kursi Rd, Lucknow, Uttar Pradesh 226026"
"ZAIC Siwan Contact Number, Address & Location Map, Siwan",+91 6154 247678,info@zaic.co.in,http://www.zaic.co.in/,"Z. A. Islamia College Ahmed Ghani Nagar Siwan, Bihar Pin: 841226"
"Wada College of Management & Science Contact Number, Address & Location Map, Thane",02526   273938,wadacollege@gmail.com,http://wadacollege.com,"Wada College of Management & Science Yashawant Nagar, At – Post – Tal : Wada Dist : Thane Pin : 421303"
"Waikhom Mani Girl's College Contact Number, Address & Location Map, Thoubal",+91-385-2412412,contact@wmgcollege.org,http://wmgcollege.org,Thoubal Okram. P.O. &amp; P.S. ThoubalThoubal DistrictManipurPin – 795138
"Tara Vivek College Contact Number, Address & Location Map, Sangrur",01675-281040,taravivekcollege@yahoo.in,http://www.taravivekcollege.com/About.html,"Tara Vivek College ,Gurmukh Nagar Gajjan Majra, Malerkotla-148023(Dist. Sangrur)(Punjab)"
"Thakur Chhedilal Barrister College of Agriculture & Research Station Contact Number, Address & Location Map, Bilaspur",07752-254379,tcbcarsbsp@gmail.com,http://www.tcbcarsbilaspur.org/index.html,"Dr. C.R. Gupta, Dean Thakur Chhedilal Barrister College of Agriculture & Research StationBilaspur - 495001 (C.G.)"
"St. Pius Xth College Contact Number, Address & Location Map, Kasaragod",0467 222 5766,principal@stpius.ac.in,http://www.stpius.ac.in,"Rajapuram, College Road, Kallar, Kerala 671532"
"S.S.D. College of Professional Studies Contact Number, Address & Location Map, Bhatinda",0164-2760070,info@ssdpc.org,http://www.ssdpc.org/,"Adjoining SSD Krishna Vatika School/Queens land Resort Goniana Road, Bathinda (Punjab)"
"Babu Sunder Singh Institute Of Technology And Management Contact Number, Address & Location Map, Lucknow",078974 62222,bssitm@yahoo.com,http://bssitm.com,"NH-24B,RAEBARELY ROAD,  NIGOHAN, LUCKNOW Uttar Pradesh Pin-226302"
"MGM's Institute of Biosciences & Technology Contact Number, Address & Location Map, Aurangabad(Bh)",240 6562438,admin@mgmibt.com,http://www.mgmibt.com/#,"N-6 CIDCO, MGM Hospital Campus, Aurangabad (MS) - 431 003 India"
"Sri Guru Teg Bahadur Khalsa College Contact Number, Address & Location Map, Anandpur Sahib",01887 - 232037,info@sgtbcollege.org,http://sgtbcollege.org.in/,Anandpur SahibRupnagarPunjab 140118
"SVS Bantwal Contact Number, Address & Location Map, Bantwal",91 8255 233374,svscollegebantwal@yahoo.co.in,http://www.svscbantwal.org,"Bantwal, Dakshina Kannada, Karnataka, India PIN CODE: 574211"
"Shri Guru BuddhiSwami Mahavidyalaya Contact Number, Address & Location Map, Parbhani",(02452) 254213,sgbmpurna@yahoo.com,http://www.sgbmp.org,"Pin-431511, Dist. Parbhani (M.S.) India"
"Shri Ganesh Rai Post Graduate College Contact Number, Address & Location Map, Jaunpur",05450- 246125,info@sgrpgcollege.com,http://www.sgrpgcollege.com,"Shri Ganesh Rai Post Graduate College Dobhi, Jaunpur,U.P."
"UAC Dehradun Contact Number, Address & Location Map, Dehradun",135-2734362,info@uacayurveda.org,http://www.uacayurveda.org,"17, Old Mussoorie Road, Rajpur, Dehradun, Uttarakhand,(India)"
"Imayam Institute of Agriculture & Technology Contact Number, Address & Location Map, Tiruchirappalli",04327 239515,deaniiat@tnau.ac.in,http://www.imayamcollege.org/agriculture,"Imayam Institute of Agriculture &Technology, Thuraiyur, Tiruchirappalli District, Tamil Nadu-621010"
"Radhey Hari Govt. P.G. College Contact Number, Address & Location Map, Kashipur",rhgpgc@gmail.com,http://www.rhgpgckashipur.org,Kashipur Uttarakhand 244713,
"Baba Farid Group of Institutions Contact Number, Address & Location Map, Bathinda",+91-8081-100-200,admissions@babafaridgroup.edu.in,http://www.babafaridgroup.edu.in,"Muktsar Road, Bathinda - 151001, Punjab"
"B. Raghuanth Arts, Commerce and Science College Contact Number, Address & Location Map, Parbhani",02452-232374,brcpbn@gmail.com,http://brcpbn.org/,"BoralkarNagar,Jintur Road,Parbhani, 4314 01"
"Dr. Babasaheb Ambedkar National Institute of Social Sciences Contact Number, Address & Location Map, Indore",7324- 272830,info@baniss.in,http://www.baniss.in,"Old Agra-Mumbai Road ,  Dongargaon, Dr. Ambedkar Nagar,  Pin - 453 441 District: Indore, (M.P.) INDIA"
"BRDPG Deoria Contact Number, Address & Location Map, Deoria",265038,info@brdbdpgc.org,http://brdpgcollege.webs.com,"Ashram Barhaj, Deoria"
"Bahona College Contact Number, Address & Location Map, Jorhat",0376-2398044,bahonacollege@rediffmail.com,http://bahonacollege.edu.in/index.aspx,"Bahona College Bahona, Jorhat, Assam, India"
"VMOU Contact Number, Address & Location Map, Kota",+91-744-2797000,rckota@vmou.ac.in,http://www.vmou.ac.in/,"VARDHAMAN MAHAVEER OPEN UNIVERSITY, KOTA, Rawatbhata Road Kota-324021 (Rajasthan) INDIA"
"The Delhi Institute of Computer Technology Contact Number, Address & Location Map, Delhi","0112261356,989115933",dictindia@hotmail.com,http://www.dict.org.in,"A-1233/34, First Floor, G. D. COLONY  MAYUR VIHAR PHASE-3 DELHI-110096A-1233/34, First Floor ,G  D Colony Mayur Vihar Phase 3, Delhi 110096."
"Virudhunagar Hindu Nadars' Senthikumara Nadar College Contact Number, Address & Location Map, Virudhunagar",(04562) 280154,support@vhnsnc.edu.in,http://www.vhnsnc.edu.in,"3/151-1,College road, Virudhunagar, Tamil Nadu - India"
"Gulzar Group of Institutes Ludhiana Contact Number, Address & Location Map, Ludhiana",+91-9914666777,info@ggi.ac.in,http://www.ggi.ac.in,"G.T Road, Vill. Libra, Khanna, Ludhiana, Punjab, India- 141401"
"Roever College of Education (B.Ed) Contact Number, Address & Location Map, Perambalur",04328-291477,roevereducollege@gmail.com,http://roever.edu.in/cedu/index.html,Thanthai Hans Roever College of Education (11510) Perambalur -621212.
"JSS College of Arts, Commerce and Science Contact Number, Address & Location Map, Mysuru",0821 - 2548236,jssautonomous@gmail.com,http://www.jsscacs.edu.in/,"JSS College of Arts, Commerce and Science (Autonomous) Ooty Road, Mysore, Karnataka, India"
"STC Ernakulam Contact Number, Address & Location Map, Ernakulam",04842351870,principal@teresas.ac.in,http://www.teresas.ac.in,"St. Teresa's College, Park Avenue Road, Near Govt. Guest House, Ernakulam - 682011"
"Arunamalai College of Education (ACE), Mannargudi Contact Number, Address & Location Map, Mannargudi",+91 94424 02156,arunamalai.bed@gmail.com,http://www.arunamalaibed.com,"Kumarapuram, Melavasal,  Mannargudi."
"Bhavan's Vivekananda College of Science, Humanities and Commerce Contact Number, Address & Location Map, Secunderabad","+91-40-27111611,+91-40-27115878",bhavanvc@yahoo.co.in,http://www.bhavansvc.org,SainikpuriSecunderabad - 094.
"Sree Saraswathi Thyagaraja College Contact Number, Address & Location Map, Coimbatore",9943266008,http://stc.ac.in/,"Thippampatti, Palani Road  Pollachi - 642 107  Coimbatore Dt.  Tamil Nadu",
