College Name,Contact no,Email,Website,Address
"Seth Soorajmull Jalan Girls' College Contact Number, Address & Location Map, Kolkata",+91 02241-5256,prinicipal@ssjalangirlscollege.org,http://www.ssjalangirlscollege.org,"8/9 Bankim Chatterjee Street, Kolkata - 700 073"
"Maharishi College of Natural Law Contact Number, Address & Location Map, Bhubaneswar",0674-2541268,maharishicollegebbsr@gmail.com,http://maharishicollege.org,Maharishi College of Natural LawSaheed NagarBhubaneswarOdisha
"Brainware University Contact Number, Address & Location Map, Kolkata",+91-9831316035,sd.sro@brainwareuniversity.ac.in,http://www.brainwareuniversity.ac.in,"398, Ramkrishnapur Road, Barasat, Near Jagadighata Market, Kolkata, West Bengal 700125"
"NMKRV bangalore Contact Number, Address & Location Map, Bengaluru",+91-80-26637042,nmkrv.college@gmail.com,http://www.nmkrv.edu.in,"3rd Block Jayanagar, Bangalore, Karnataka, India- 560011"
"The Heritage College Contact Number, Address & Location Map, Kolkata",+91-9830871658 / +91-9051977076,admissions@thc.edu.in,https://www.thc.edu.in/,"994 Madurdaha, Chowbaga Road, Anandapur, East Kolkata Township"
"K.D. College of Commerce & General Studies Contact Number, Address & Location Map, Midnapore",03222-275836,kdccmid_westbengal@rediffmail.com,http://kdcollege.ac.in/,"P.O.: + P.S.: Midnapore, DIST.: Paschim Medinipur, West Bengal, PIN: 721101"
"Goswami Ganesh Dutta S.D. College Contact Number, Address & Location Map, Chandigarh",+91-172-4912400,sdcc32@gmail.com,http://www.ggdsd.ac.in/,Sector 32-CChandigarh - INDIA-160030
"KIIT University Contact Number, Address & Location Map, Bhubaneswar",+91-8114373311-315,kiit@kiit.ac.in,http://www.kiit.ac.in,"Kalinga Institute of Industrial Technology (KIIT) Deemed to be University Bhubaneswar, Odisha, India Pin: 751024"
"DYPATIL Pimpri Contact Number, Address & Location Map, Pimpri",+91 20 27424194,info.acs@dypvp.edu.in,http://www.acs.dypvp.edu.in/,"Sant Tukaram Nagar, Pimpri, Pune 411018 Maharashtra, India"
"D.A.V. Velankar College Of Commerce (DAVVCC), Solapur Contact Number, Address & Location Map, Solapur",0217-2323194,spr_davvccs@bsnl.in,http://www.davcommercesolapur.org,"Raviwar Peth, Dayanand Nagar, Solapur – 413 002."
"TSR and TBK Degree and P.G. College Contact Number, Address & Location Map, Visakhapatnam",0891 -2515657,principal.tsrtbk@gmail.com,http://www.tsrtbkcollege.com/index.php,"Mango Grove, Srinagar, Gajuwaka (PO), Visakhapatnam - 530026 (AP),India."
"Magadh Mahila College Contact Number, Address & Location Map, Patna",+91-612-2219454,nfo@magadhmahilacollege.org,http://www.magadhmahilacollege.org,North Gandhi Maidan Patna - 1
"DG Vaishnav College Contact Number, Address & Location Map, Chennai",+91-44-2363 5101,Principal@dgvaishnavcollege.edu.in,http://www.dgvaishnavcollege.edu.in/index.php,"GOKULBAGH#833, E.V.R. Periyar Highroad,Arumbakkam, Chennai - 600106TamilNadu , India."
"Tolani College of Commerce Contact Number, Address & Location Map, Mumbai",+91(22)61535455,tcc@tolani.edu,http://www.tolani.edu/tcc/,Tolani College of Commerce150-151Sher-E-Punjab SocietyGuru Gobind Singh RoadOff Mahakali Caves RoadAndheri (East)Mumbai - 400 093.
"STC Ernakulam Contact Number, Address & Location Map, Ernakulam",04842351870,principal@teresas.ac.in,http://www.teresas.ac.in,"St. Teresa's College, Park Avenue Road, Near Govt. Guest House, Ernakulam - 682011"
"Garden City University Contact Number, Address & Location Map, Bengaluru",+91-9019921992,gcu@gardencity.university,http://www.gardencitycollege.edu,"16th KM, Old Madras Road, Bangalore- 560 049"
"DNC Nagpur Contact Number, Address & Location Map, Nagpur",+91-07122422759,dhanwatenationalcollege@yahoo.co.in,http://www.dhanwatenationalcollege.com/,"Congress Nagar, Near Ajni Railway Station, Ajni, Nagpur – 440012 Maharashtra , INDIA"
"Patna Women's College Contact Number, Address & Location Map, Patna",0612 253 1186,info@patnawomenscollege.in,http://patnawomenscollege.in/,"Bailey Road, Patna Bihar, PIN - 800001"
"IEHE Bhopal Contact Number, Address & Location Map, Bhopal",+91-7552492460,info@iehe.ac.in,http://www.iehe.ac.in/,"Kaliyasot Dam, Kolar road Post Box No. : 588, Post Office Ravishankar Nagar Bhopal - 462016"
"Siliguri College of Commerce Contact Number, Address & Location Map, Siliguri",+91 353 2432594,info@siliguri.in,http://siliguricollegeofcommerce.org,College ParaSiliguri Dist: Darjeeling Pin:734001
"SSC Aurangabad Contact Number, Address & Location Map, Aurangabad",+91 240 2313876,sirsayyedcollege@rediffmail.com,http://www.sirsayyedcollege.org,". 89, Roshan Gate,   Aurangabad."
"COCAS Patna Contact Number, Address & Location Map, Patna",+91-612-2350136,baban_principal@yahoo.com,http://www.cocpatna.org/default.aspx,KankarbaghPatna - 800 020 Bihar (INDIA)
"Shri Shikshayatan College Contact Number, Address & Location Map, Kolkata",+91 (33) 2282 6033,principal@shrishikshayatancollege.org,http://shrishikshayatancollege.org,11Lord Sinha RoadKolkataWest BengalIndia
"Sangameshwar College Contact Number, Address & Location Map, Solapur",0217-2315588,prin_sangameshwar@yahoo.com,http://www.sangameshwarcollege.ac.in/,"Sangameshwar College, Solapur	 P.Box No. 52, Saat Rasta,	 Solapur 413 001"
"Career College, Bhopal Contact Number, Address & Location Map, Bhopal",9329573895,info@careercollegeindia.com,http://careercollegeindia.com/,Career College Campus Opposite Dussehra Maidan Govindpura(BHEL) Bhopal - 462023
"CMS College of Science and Commerce Contact Number, Address & Location Map, Coimbatore",+91-0422-6534004,info@cmscbe.com,http://cmscbe.com/,"ChinnavedampattyrnSreevatsa Global Village, SaravanampattyrnCoimbatore, Tamil Nadu 641006"
"Sri Niketan Arts Commerce College Contact Number, Address & Location Map, Nagpur",91-712-2745162,snacc_ngp@yahoo.in,http://www.shriniketan.org/,"Reshimbag, Tulshibag Road, Nagpur-440009"
"BYK Nashik Contact Number, Address & Location Map, Nashik",912532572,gesbyk@gmail.com,http://www.bykcollege.com/index.php,"B.Y.K. (Sinnar) College of Commerce Prin. T. A. Kulkarni Vidyanagar, Nashik - 422005"
"Ram Krishna Dwarika College Contact Number, Address & Location Map, Patna",0612-2382713,info@rkdcollegepatna.com,http://rkdcollegepatna.com/Default.aspx,"Lohia Nagar,Kankarbagh,Patna-800 020,"
"GCCBA Chandigarh Contact Number, Address & Location Map, Chandigarh",0172-2676670,gccbachd@hotmail.com,http://gccbachd.org/,"Sector 42-A, Chandigarh, India."
"Dr. M.G.R. Educational And Research Institute Contact Number, Address & Location Map, Chennai","+91-4423782176 ,+91-4423782186, +91-4423782085",contact@drmgrdu.ac.in,http://www.drmgrdu.ac.in,"E.V.R Periyar Salai (NH4 Highway), Maduravoyal, Chennai - 600095. Tamilnadu, India."
"Poona College Of Arts Science And Commerce Contact Number, Address & Location Map, Pune",020-2645424,principal@akipoonacollege.ac.in,http://www.akipoonacollege.ac.in/,"Pune - 411 001, Maharashtra, INDIA."
"ISBF New Delhi Contact Number, Address & Location Map, New Delhi","+91-114043 0000 , +91-9599181862 , +91-9717007906, +91-9599223314",info@isbf.edu.in,http://www.isbf.edu.in,"15A, Ring Road Lajpat Nagar IV, Next to Moolchand Metro Station New Delhi u2013 110 024 India"
"International School of Management (ISM), Patna Contact Number, Address & Location Map, Patna",+91-9771499900,admission@ismpatna.ac.in,http://www.ismpatna.ac.in,"Sarari,Hatiakandh-Ushri-Khagaul Rd, Khagaul Patna Bihar-801105"
"Ananda Chandra College of Commerce (ACCC), Jalpaiguri Contact Number, Address & Location Map, Jalpaiguri",03561-230734,mail@accommercejpg.org,http://accommercejpg.org/,"D.B.C. Road,Jalpaiguri,West Bengal,-735101"
"Sivananda Sarma Memorial RV College Contact Number, Address & Location Map, Bengaluru","+91-96060 67553, +91-9606067552, +91-9606067554, 080 2245 3665","admissions.ssmrv@rvei.edu.in, office.ssmrv@rvei.edu.in, principal.ssmrv@rvei.edu.in",http://www.ssmrv.edu.in,"17, 36th Cross Road, 26th Main Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041"
"Vinayakrao Patil Mahavidhyalaya Contact Number, Address & Location Map, Aurangabad",02436-222086,vpmv_vaijapur@yahoo.co.in,http://vpcollege.org,"P.O. Box No.3, VAIJAPUR.rnDist. Aurangabad (Maharashtra) INDIA,"
"SRN Adarsh College (A Unit of Adarsh Group of Institutions) Contact Number, Address & Location Map, Bengaluru","+91 7406740011,+91 7406740022,+91 80 26677100",admission@agieducation.org,http://www.agieducation.org/college/index.html,"SRN Adarsh College, 5th Main, Chamarajpet, Bangalore 560018, Karnataka, Indiarn"
"SMPGC Jaipur Contact Number, Address & Location Map, Jaipur",+91-141-2397563,smpgc@iirm.ac.in,http://www.smc.ac.in,"Stani Memorial P.G. College, IIRM Jaipur Campus, Sector-11, Tagore Path, Agrawal Path, Mansarovar, Jaipur"
"GITAM (Deemed To Be University) (GST), Bangalore Contact Number, Address & Location Map, Bengaluru",+91-8028098000,director_blrcampus@gitam.edu,http://www.blrgst.gitam.edu,"GITAM School of Technology NH 207, Nagadenehalli Doddaballapur taluk Bengaluru-561203 Karnataka, INDIA."
"Rathinam Group of Institutions Contact Number, Address & Location Map, Coimbatore","84484 48909, 0422 4040906",info@rathinamcollege.com/infoadmission.rathinam@gmail.com,https://www.rathinamtechnicalcampus.com/,"Rathinam Techzone Campus, Pollachi Road, Eachanari, Coimbatore, Tamil Nadu, India - 641021."
"MMCC Pune Contact Number, Address & Location Map, Pune",+91-20-25651410,info@mmcc.co.in,http://www.mmcc.co.in,"302 / A, Deccan Gymkhana, Pune - 411 004, Maharashtra, INDIA"
"Moodlakatte Institute Of Technology Contact Number, Address & Location Map, Kundapur",08254   237258,m_itech@rediffmail.com,http://mitkundapura.com,"Moodlakatte, Kundapura Taluk, Udupi District Karnataka 576 217 India"
"Avinash College of Commerce, Hyderabad Contact Number, Address & Location Map, Hyderabad","+91-9949222244, +91-4024039933",admission@avinashcollege.com,http://www.avinashcollege.com,"Plot No.59, Siri Nagar Colony,  LB Nagar, Hyderabad (Adjacent to Ranga Reddy Court) +91-9949222244, +91-4024039933"
"Dinabandhu Andrews College Contact Number, Address & Location Map, Kolkata",+91-3324304377,dacprincipal@gmail.com,http://www.dacollege.org,"54, Raja S.C. Mallick Road, Garia, Kolkata, West Bengal 700084"
"Aadhya Degree College For Women Contact Number, Address & Location Map, Hyderabad-T",+91-40-24052054,info@aadhyaedu.in,https://www.aadhyaedu.in,"H.No. 4-112, Durga Nagar, Near Metro station, Opp. UCO Bank, Dilsukhnagar,Hyderabad - 500 060."
"BMC Kochi Contact Number, Address & Location Map, Kochi",484-2425121,principal@bharatamatacollege.in,http://www.bharatamatacollege.in/,"Thrikkakara, Kochi-682 021"
"AV College Of Arts, Science & Commerce Contact Number, Address & Location Map, Hyderabad",040-65760591,avcollege@gmail.com,http://www.avcollege.in/,"Gagan Mahal , Hyderabad, Andhra Pradesh- 500029, India."
"Suryadatta Group of Institutes Contact Number, Address & Location Map, Pune","+91-20-67901300, 67901332, 67901310, +91-9763266829, +91-020-24330435,",admission@suryadatta.edu.in,http://www.suryadatta.org,"Sr. No. 342, Patil Nagar, Bavdhan (Bk.), Pune - 411021, Maharashtra, India."
"College of Engineering, Andhra University Visakhapatnam Contact Number, Address & Location Map, Visakhapatnam",08912844000/2844197,enquiry@andhrauniversity.edu.in,http://www.andhrauniversity.edu.in/engg/,"Junction, AU North Campus, Visakhapatnam, Andhra Pradesh 530003"
"Govt. Maharani Laxmi Bai Girls P.G. College Contact Number, Address & Location Map, Indore",0731-2411696,ngdcdeptcs@gmail.com,http://www.vlbcindore.org/indexpage.html,"Govt. Maharani Laxmi Bai Girls P.G. College, Kila Maidan, Indore-452006 (M.P.), India."
"Sri Agrasen Kanya P.G. College Contact Number, Address & Location Map, Varanasi",542 2414509,akapgc@yahoo.co.in,http://agrasenpgcollege.net/,"Bulanala-Parmanandpur, Varanasi"
"Badruka College Of Commerce & Arts Contact Number, Address & Location Map, Hyderabad",+91-040-24732832/040-24650232,bcc_day@yahoo.co.in,http://www.badruka.com/,"Badruka Campus, Kachiguda Station Road, Kachiguda, Hyderabad - 500027, Telangana, India."
"LPU Contact Number, Address & Location Map, Phagwara","+91-1824-404404,18001024431",admissions@lpu.co.in,http://www.lpu.in,"Lovely Professional University, Jalandhar - Delhi G.T. Road, Phagwara, Punjab (India) - 144411"
"Mahila Vidyalaya P.G. College Contact Number, Address & Location Map, Lucknow",0522 262 4534,mahilapg@gmail.com,http://www.mahilavidyalaya.com,"Mahila College Aminabad, Gangaprasad Marg, Aminabad, Lucknow, Uttar Pradesh 226018"
"GITAM Vizag Contact Number, Address & Location Map, Visakhapatnam",0891-2840501,registrar@gitam.edu,http://www.gitam.edu,"Gandhi Nagar, Rushikonda, Visakhapatnam, Andhra Pradesh 530045"
"Shivaji Arts, Commerce and Science college Contact Number, Address & Location Map, Aurangabad",91-02435-220597,shivajicollegeknd@yahoo.co.in,http://shivajicollegekannad.org,"Kannad,Dist :Aurangabad-  431103 State: Maharashtra. (India"
"C U Shah Commerce College Contact Number, Address & Location Map, Ahmedabad",91-079-30070002,info@cushahcommercecollege.org,http://www.cushahcommercecollege.org,"Near Gujarat Vidyapeeth, Incometax circle, Ashram Road, Ahmedabad - 380 014"
"Dwijendralal College Contact Number, Address & Location Map, Nadia",+91-034-72252240,info@dwijendralalcollege.org,http://www.dwijendralalcollege.org/,"Dwijendralal College Anata Hari Mitra Lane, Krishnanagar, West Bengal 741101, India"
"GNA University Contact Number, Address & Location Map, Phagwara","+91-1824-504999, +91-1800-137-7006 , +91-9876200089",info@gnauniversity.edu.in,http://www.gnauniversity.edu.in,"Phagwara - Hoshiarpur Road, Sri Hargobindgarh, Punjab 144401"
